sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
TAS,Systolic Blood Pressure,3662,,Tensión Arterial Sistólica,1.0,4152194,Systolic blood pressure,SNOMED,Measurement,S,11,2,Observable Entity,271649006,19700101,20991231,
GCB,Basal blood glucose,197,,glucemia capilar basal,0.751489520072937,4120298,Capillary blood glucose measurement,SNOMED,Measurement,S,1,2,Procedure,302789003,19700101,20991231,
FRECAR,HEARTBEAT,2432,,Frecuencia Cardiaca,1.354974627494812,4088121,Heart beat,SNOMED,Observation,S,0,1,Observable Entity,248646004,19700101,20991231,
VALOADVE,Rating adverse drug,303,,Valoración efectos adversos de los fármacos,0.7439731955528259,40488461,Adverse drug interaction,SNOMED,Observation,S,6,2,Clinical Finding,448177004,20110731,20991231,
PESO,Weight,2061,,Peso,1.0,37111521,Weight,SNOMED,Observation,S,0,1,Qualifier Value,726527001,20170731,20991231,
RIESCARD,Cardiovascular risk,90,,Riesgo Cardiovascular,0.8235895037651062,45881078,Cardiovascular,LOINC,Meas Value,S,0,0,Answer,LA18277-6,19700101,20991231,
REVIPIES,Review of the feet,164,,Revisión de los pies,1.1461267471313477,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
IMC,Body Mass Index,1856,,Índice de Masa Corporal,1.0,4245997,Body mass index,SNOMED,Observation,S,6,2,Observable Entity,60621009,19700101,20991231,
TALLA,Size,1825,,Talla,1.9332079887390137,4177340,Body height measure,SNOMED,Observation,S,10,1,Observable Entity,50373000,19700101,20991231,
ENTR_TSO,Delivery TSO stool,142,,Entrega TSO en heces,1.1138275861740112,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CONSEJER,Recomendacienes on Physical Exercise,992,,Recomendacienes sobre Ejercicio Físico,0.9556151628494263,21493655,Meeting recommended guidelines for physical activity,LOINC,Measurement,S,0,3,Clinical Observation,82292-4,20160624,20991231,
CONSEJER,Recomendacienes on Physical Exercise,992,,Recomendacienes sobre Ejercicio Físico,0.9556151628494263,40765126,Recommendation [Interpretation] Document,LOINC,Measurement,S,0,5,Lab Test,62385-0,20101202,20991231,
CONSDIET,Recommendations on diet,959,,Recomendaciones sobre dieta,1.1639324426651,21493816,Nutrition and dietetics Plan of care note,LOINC,Measurement,S,0,1,Clinical Observation,80791-7,20160624,20991231,
