cod_prestacion,Frequency.1,codes,spanish description,english description,comment
2643,1,300113030204N0000333,IGE ESPECIFICA  MANGO,,
1464,1,30030100091927300000,"DENSITOMETRIA OSEA, CALCANEO",,
250,1,0121813040,VOLUMEN GLOBULAR,,
456,1,300113030100N0000154,PROTEÍNA C REACTIVA ULTRASENSIBLE,,
571,1,300113030205N0000390,IGE ESPECIFICA  LECHE DE VACA,,
1521,1,30030400630505100000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, GLANDULA PAROTIDA AMBAS",,
142,1,0121209350,AC. ANTI-BRUCELLA WRIGHT METODO AGLUT.,,
2590,1,0121209603,AC. ANTI-TOXOCARA CANNIS METODO ELISA,,
1485,1,30030200320000000000,ESTUDIO ESOFAGOGASTRODUODENAL (EGD),,
2655,1,300113030215N0000565,IGE ESPECIFICA  MORERA,,
2049,1,CCD00068I,CONCENTRACIÓN  (EN LIQUIDO SEMINAL),,
639,1,300113030214N0000539,IGE ESPECIFICA  ANISAKIS,,
87,1,0121208040,FTA-ABS (IFI),,
1457,1,30030100070000000000,MEDICION DE MIEMBROS INFERIORES,,
2246,1,CCD00300N,PROTEÍNAS TOTALES (EN SANGRE),,
1573,1,30030600820000002000,"TC CEREBRAL , SIN CONTRASTE Y CON CONTRASTE",,
829,1,300113050000N0000703,AC ANTI CARDIOLIPINA IgG,,
1399,1,30030100031927517000,"RX ESQUELETO PERIFERICO, CALCANEO DERECHO/IZQUIERDO, LAT Y AXIAL",,
721,1,300113030412N0001697,IGE RECOMBINANTE Hev b8 (Látex-NO Reactiv.Cruz),,
1290,1,300114030000N0000267,MORFOLOGÍA SERIE ROJA,,
163,1,0121209450,AC. ANTI-BORRELIA BURGDORFERI METODO ELISA,,
1603,1,30030600860707201000,"TC OSTEOARTICULAR , CLAVICULA DERECHA/IZQUIERDA, SIN CONTRASTE",,
2788,1,CCD00370K,POTASIO BASAL (EN ORINA),,
550,1,300113030204N0000355,IGE ESPECIFICA  PERA,,
1945,1,ANT000065,CEFUROXIMA,,
895,1,300113050000N0001134,AC IGG ANTI TRANSGLUTAMINASA(ATA),,
1781,1,30030901442029701000,"RM OSTEOARTICULAR , MUSLO AMBOS, SIN CONTRASTE",,
2787,1,CCD00369K,SODIO BASAL (EN ORINA),,
644,1,300113030215N0000549,IGE ESPECIFICA  ARCE,,
481,1,300113030201N0001061,IGE ESPECIFICA ACIDO CLAVULANICO,,
2172,1,CCD00202N,PROMIELOCITOS FROTIS (EN SANGRE),,
1767,1,30030901441624901000,"RM OSTEOARTICULAR , MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE",,
2130,1,CCD00159I,LICUEFACION (EN LIQUIDO SEMINAL),,
2735,1,30030901490000002000,"RM DE CARDIOPATIAS CONGENITAS COMPLEJAS, SIN CONTRASTE Y CON CONTRASTE",,
909,1,300113050000N0001561,AC ANTI MI2 IgG,,
1461,1,30030100082231600000,"DENSITOMETRIA OSEA (DXA), CUERPO TOTAL",,
565,1,300113030205N0000383,IGE ESPECIFICA  ALFA-LACTOALBUMINA,,
666,1,300113030299N0001067,CRIBAJE ALERGIAS INFANTIL,,
2074,1,CCD00099N,FO2HB FRACCIÓN DE OXIHEMOGLOBINA EN HB TOTAL (EN SANGRE),,
2158,1,CCD00187N,PÉPTIDO C BASAL (EN SANGRE),,
1830,1,30030901521113602000,"RM VASCULAR , ABDOMEN, SIN CONTRASTE Y CON CONTRASTE",,
683,1,300113030403N0001663,IGE RECOMBINANTE Can f1 (Perro),,
2112,1,CCD00142N,IGF--1 (SOMATOMEDINA C)   (EN SANGRE),,
1409,1,30030100031928215000,"RX ESQUELETO PERIFERICO, METATARSO DERECHO/IZQUIERDO, EN CARGA",,
1440,1,30030100041320306000,"RX RAQUIS, SACROCOXIS, AP Y LAT",,
448,1,300113030100N0000144,INTERLEUKINA 6 (IL-6),,
429,1,300113030100N0000125,FRUCTOSAMINA,,
1557,1,30030500731624700000,"DOPPLER  ARTERIAL, MIEMBRO SUPERIOR DERECHO/IZQUIERDO",,
1776,1,30030901441928802000,"RM OSTEOARTICULAR , RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",,
2200,1,CCD00233K,CELULAS CUANTIFICADAS POR CITOMETRIA (EN ORINA),,
1631,1,30030600861624802000,"TC OSTEOARTICULAR , MUÑECA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
2157,1,CCD00186N,PCO2 PRESION PARCIAL DIÓXIDO DE CARBONO (EN SANGRE),,
1253,1,300114029900N0000035,"ACTIVADOR TISULAR DEL PLASMINÓGENO, ANTÍGENO (t-PA)",,
961,1,300113070200K0001263,FENILCICLINA,,
1361,1,30030100030707419000,"RX ESQUELETO PERIFERICO, ESCAPULA DERECHA/IZQUIERDA, PA",,
1556,1,30030500731624600000,"DOPPLER  ARTERIAL, MIEMBRO SUPERIOR AMBOS",,
1351,1,30030100010707819000,"RX TORACICA, TORAX, PA",,
1548,1,30030500721115000000,"DOPPLER ORGANOS/PARTES BLANDAS, INTESTINO",,
1763,1,30030901441623901000,"RM OSTEOARTICULAR , HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE",,
1838,1,30030901521725502000,"RM VASCULAR , BRAZO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2521,1,300214010200N0000231,TRANSFUSIÓN DE PLASMA FRESCO CONGELADO,,
1901,1,30031602740000000000,RETIRADA CATETER VENOSO CENTRAL,,
1502,1,30030300530000000000,GALACTOGRAFIA BILATERAL,,
1197,1,300113121400X0001049,PROTEÍNA C REACTIVA (PCR) EN LIQUIDOS BIOLOGICOS S.E.,,
1510,1,30030400572231900000,"ECOGRAFIA ARTICULAR, OTRAS ZONAS ANATOMICAS",,
1450,1,30030100050101610000,"RX CRANEO/CARA, MANDIBULA , AP, LAT Y OBLICUA",,
1025,1,300113110000N0000882,FOSFATASA ÁCIDA TARTRATO-RESISTENTE,,
1209,1,300113121400X0001305,AG C19.9 LÍQUIDOS BIOLÓGICOS S.E,,
2035,1,CCD00052N,CÉLULAS T TOTALES % (EN SANGRE),,
2677,1,300113090000N0001252,HLA DQ (A) ALTA RESOLUCIÓN (BIOLOGÍA MOLECULAR),,
1512,1,30030400590000000000,ECOGRAFIA MUSCULO TENDINOSA,,
1750,1,30030901441319902000,"RM OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1190,1,300113121400X0001036,ASPECTO EN LIQUIDOS BIOLOGICOS S.E.,,
1854,1,30030901551420601000,"RM ESTADIAJE, GENITALES FEMENINOS, SIN CONTRASTE",,
1966,1,ANT000130,OXACILINA,,
2028,1,CCD00045N,CALCIO IÓNICO EN GASOMETRÍA (EN SANGRE),,
2052,1,CCD00071I,CONSISTENCIA (EN LIQUIDO SEMINAL),,
1810,1,30030901460809002000,"RM TORACICA, MAMA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
707,1,300113030409N0001670,IGE RECOMBINANTE Phl p1 (Hierba Timotea),,
807,1,300113040000N0001068,CORTISOL TRAS DEXAMETASONA,,
2120,1,CCD00151N,INSULINA 240 MIN (EN SANGRE),,
685,1,300113030403N0001665,IGE RECOMBINANTE Can f3 (Perro),,
513,1,300113030204N0000258,IGE ESPECIFICA  ALMENDRA,,
1592,1,30030600850404301000,"TC DE COLUMNA , RAQUIS CERVICAL, SIN CONTRASTE",,
2279,1,CCD00350T,CARBONATO CÁLCICO % (CÁLCULOS RENALES),,
1212,1,300113121400X0001329,ESTUDIO CITOLÓGICO CÉLULAS MONONUCLEARES LÍQUIDOS BIOLÓGICOS S.E,,
2682,1,300113110000N0000875,5 NUCLEOTIDASA,,
2714,1,300114070100N0000150,HEMOGLOBINURIA PAROXÍSTICA NOCTURNA (HPN),,
71,1,0121206161,AC. ANTI-VIRUS DE LA HEPATITIS E METODO EIA,,
2761,1,ANT000161,METRONIDAZOL (2),,
1494,1,30030200420000000000,TRANSITO INTESTINAL,,
1189,1,300113121400X0001035,AMILASA EN LIQUIDOS BIOLOGICOS S.E.,,
2339,1,CCD00515N,PÉPTIDO C 120 MIN (EN SANGRE),,
2326,1,CCD00428K,LEVADURAS (EN ORINA),,
1668,1,30030600890000002000,"TC ABDOMINAL, SIN CONTRASTE Y CON CONTRASTE",,
958,1,300113070200K0000822,METANFETAMINA ORINA,,
2244,1,CCD00298I,MOTILIDAD (EN LIQUIDO SEMINAL),,
2793,1,CCD00445N,PROLACTINA 45 MIN (EN SANGRE),,
373,1,300113020000K0001088,URATO EN 24 HORAS,,
1468,1,30030100120000000000,SERIE OSEA DISPLASICA,,
2287,1,CCD00361N,INDICE RIESGO TRISOMIA 21 (EN SANGRE),,
824,1,300113050000N0000698,AC ANTI BETA 2 GLICOPROTEINA,,
1021,1,300113110000N0000877,ALUMINIO,,
1493,1,30030200410000000000,SONDAJE DIGESTIVO,,
2610,1,300113030100N0000145,LISOZIMA,,
1436,1,30030100041013505000,"RX RAQUIS, RAQUIS LUMBO SACRO, AP Y LAT",,
2389,1,MUE000148,EXUDADO RECTAL,,
91,1,0121208063,AC. ANTI-TREPONEMA PALLIDUM IGM METODO EIA,,
865,1,300113050000N0000741,AC ANTI MITOCONDRIALES (AAM),,
2625,1,300113030100N0001184,TREONINA SANGRE,,
417,1,300113030100N0000111,CH 50,,
2439,1,0121812320,PROLACTINA CON EXTRACCION,,
2694,1,300113121200J0001019,ADENOSINA-DESAMINASA (ADA) EN LIQUIDO SINOVIAL,,
473,1,300113030100N0001641,CISTATINA C,,
2302,1,CCD00389N,PROLACTINA 2ª TOMA (EN SANGRE),,
702,1,300113030404N0001729,IGE RECOMBINANTE RCOR A 1 PR-10 (AVELLANA) - F428,,
2226,1,CCD00266U,SEGUNDA MUESTRA HECES,,
1716,1,30030801280000000000,PET-TC CABEZA-CUELLO TUMOR ESTADIFICACION,,
1153,1,300113121000H0000996,BILIRRUBINA EN LIQUIDO PLEURAL,,
2522,1,30030200201623900000,"ARTROGRAFIA, HOMBRO DERECHO/IZQUIERDO",,
1429,1,30030100031929406000,"RX ESQUELETO PERIFERICO, TOBILLO DERECHO/IZQUIERDO, AP Y LAT",,
2747,1,30031402220000000000,COLOCACION PROTESIS/STENT INJERTOS VASCULARES ARTERIALES,,
2201,1,CCD00234K,CILINDROS CUANTIFICADOS POR CITOMETRIA (EN ORINA),,
2403,1,OTPREMIOGRAF,ELECTROMIOGRAFIA (EMG),,
98,1,0121209060,AC. ANTI-VIRUS DEL HERPES SIMPLE IGG METODO EIA,,
630,1,300113030212N0000511,IGE ESPECIFICA  TMA (ANHIDRIDO TRIMELITICO),,
1826,1,30030901510000002000,"RM PELVIS VISCERAL, SIN CONTRASTE Y CON CONTRASTE",,
2303,1,CCD00390N,PROLACTINA 3ª TOMA (EN SANGRE),,
1213,1,300113121400X0001330,ESTUDIO CITOLÓGICO CÉLULAS POLIMORFONUCLEARES LÍQUIDOS BIOLÓGICOS S.E,,
1171,1,300113121200J0001023,CRISTALES EN LIQUIDO SINOVIAL,,
2338,1,CCD00513N,PÉPTIDO C 60 MIN (EN SANGRE),,
1801,1,30030901460707501000,"RM TORACICA, ESTERNON-CLAVICULA, SIN CONTRASTE",,
2260,1,CCD00329K,CÉLULAS EPITELIALES DE DESCAMACIÓN (EN ORINA),,
2776,1,CCD00275N,AC ANTI SmB (EN SANGRE),,
2322,1,CCD00424N,CELULAS GRANDES NO IDENTIFICADAS %,,
220,1,0121211062,GENOTIPO VIRUS DEL PAPILOMA HUMANO METODO HIBRI,,
924,1,300113070100N0000785,ANTIDEPRESIVOS TRICÍCLICOS SANGRE,,
1035,1,300113110000N0000893,LACTATO-DESHIDROGENASA 2,,
2513,1,300114070100N0000147,DETERMINACIÓN DE MICROPARTÍCULAS,,
493,1,300113030203N0000205,IGE ESPECIFICA  CASPA  PERRO,,
169,1,0121209485,AC. ANTI-LEGIONELLA 1-6 IGG METODO ELISA,,
1608,1,30030600861319902000,"TC OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
572,1,300113030205N0000396,IGE ESPECIFICA  SUERO DE LECHE DE OVEJA,,
2634,1,300113030203N0000231,IGE ESPECIFICA  PLUMAS DE PALOMA,,
1196,1,300113121400X0001047,MICROGLOBULINA BETA-2 EN LIQUIDOS BIOLOGICOS S.E.,,
2802,1,CCD00545N,ALDOSTERONA 2ª TOMA (EN SANGRE),,
2560,1,CCD00315U,AZÚCAR (EN HECES),,
2530,1,30030600860707301000,"TC OSTEOARTICULAR , ESCAPULA AMBAS, SIN CONTRASTE",,
2128,1,CCD00157N,LH 30 MIN (EN SANGRE),,
1011,1,300113110000K0000918,UROPORFIRINAS,,
2722,1,300214010200N0000223,DONACIÓN SANGUÍNEA,,
922,1,300113070100N0000783,ACETAMINOFENO (PARACETAMOL),,
139,1,0121209325,AC. ANTI-HTLV METODO EIA IGM,,
210,1,0121211021,DNA CYTOMEGALOVIRUS METODO PCR,,
540,1,300113030204N0000330,IGE ESPECIFICA ALIMENTOS ORIGEN VEGETAL : MAIZ,,
1006,1,300113110000K0000910,COTININA (CUALITATIVO),,
1850,1,30030901541116502000,"RM ENDOCAVITARIA, UTERO-CERVIX, SIN CONTRASTE Y CON CONTRASTE",,
728,1,300113030415N0001678,IGE RECOMBINANTE Ole e1 (Olivo),,
2095,1,CCD00125N,GLUCOSA BASAL  (EN SANGRE),,
440,1,300113030100N0000136,INMUNOGLOBULINA E (IgE) TOTAL,,
599,1,300113030209N0000445,IGE ESPECIFICA POLENES Y GRAMINEAS:AVENA,,
690,1,300113030404N0001686,IGE RECOMBINANTE Ara h8 (Cacahuete),,
1646,1,30030600861928502000,"TC OSTEOARTICULAR , PIE AMBOS, SIN CONTRASTE Y CON CONTRASTE",,
1794,1,30030901451623902000,"ARTRO RM, HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
1908,1,30031702990000000000,INTERVENCIONISMO ABDOMEN CON CONTROL DE IMAGEN,,
2514,1,300114070100N0000149,ESTUDIO DE SÍNDROME LINFOPROLIFERATIVO CRÓNICO (SLPC),,
1661,1,30030600861929401000,"TC OSTEOARTICULAR , TOBILLO DERECHO/IZQUIERDO, SIN CONTRASTE",,
1911,1,30031803100000000000,ABLACION TUMORAL CON CONTROL DE IMAGEN,,
353,1,300113020000K0000097,URATO EN UN TIEMPO DETERMINADO,,
1871,1,30031001710102200000,"CATETERISMO, SENOS PETROSOS DERECHOS/IZQUIERDOS",,
2396,1,MUE000266,ESCAMAS,,
187,1,0121209660,AC. ANTI-COXIELLA BURNETII FASE 1 IGG METODO ELISA,,
1295,1,300114040000N0000100,"GLUCOSA - 6 - FOSFATO - DESHIDROGENASA INTRAERITROCITARIA, CUANTITATIVO",,
1503,1,30030300540000000000,CONSULTA POR TELERRADIOLOGIA: RADIOLOGIA MAMA,,
1586,1,30030600830101901000,"TC CARA Y BASE DE CRANEO , PEÑASCO, MASTOIDES Y CAIS , SIN CONTRASTE",,
11,1,0121202030,COPROCULTIVO,,
555,1,300113030204N0000362,IGE ESPECIFICA  PIÑON,,
2609,1,300113030100N0000122,FENILALANINA CUANTIFICACIÓN,,
344,1,300113020000K0000088,POTASIO,,
988,1,300113090000N0000858,HLA-B51,,
213,1,0121211024,DNA VIRUS DEL HERPES SIMPLE TIPO 1 METODO PCR,,
2683,1,300113110000N0001640,COPEPTINA,,
264,1,300113010000N0000006,AMILASA,,
453,1,300113030100N0000151,"PROCOLÁGENO TIPO I,  PROPÉPTIDO CARBOXITERMINAL",,
882,1,300113050000N0000760,AC ANTI SACCHAROMYCES CEREVISIAE Ig G (ASCAS),,
1106,1,300113120500C0001618,AC ANTI-Hu LÍQUIDO CEFALORRAQUÍDEO,,
1147,1,300113120900G0001511,AG C125 LÍQUIDO PERITONEAL,,
2686,1,300113120700E0000967,PROTEINA TRAZADORA BETA EN LIQUIDO NASAL,,
517,1,300113030204N0000267,IGE ESPECIFICA  AVELLANA,,
932,1,300113070100N0000797,FENOBARBITAL,,
465,1,300113030100N0001118,CADENA KAPPA LIGERA LIBRE SANGRE,,
913,1,300113060000N0000767,PRUEBA DE O'SULLIVAN (STANDARD),,
1848,1,30030901531928401000,"RM ESPECTROSCOPICA, MIEMBRO INFERIOR DERECHO/IZQUIERDO, SIN CONTRASTE",,
1261,1,300114029900N0000048,DIMERO D DE LA FIBRINA,,
2308,1,CCD00397N,MONOSIALO - TF (EN SANGRE),,
503,1,300113030203N0000232,IGE ESPECIFICA  PLUMAS DE PATO,,
1973,1,ANT000146,TETRACICLINA (2),,
335,1,300113020000K0000077,GLUCOSA EN UN TIEMPO DETERMINADO,,
1363,1,30030100031319904000,"RX ESQUELETO PERIFERICO, CADERA AMBAS, AP",,
681,1,300113030402N0001661,IGE RECOMBINANTE Der p2 (D.pteronuissimus),,
719,1,300113030412N0001695,IGE RECOMBINANTE Hev b6.01 (Látex-NO Reactiv.Cruz),,
1459,1,30030100081625000000,"DENSITOMETRIA OSEA (DXA), RADIO-CUBITO",,
356,1,300113020000K0000913,PLOMO ORINA,,
1553,1,30030500722231900000,"DOPPLER ORGANOS/PARTES BLANDAS, OTRAS ZONAS ANATOMICAS",,
2765,1,CCD00078N,CORTISOL 120 MIN (EN SANGRE),,
818,1,300113050000N0000692,AC ANTI ANTÍGENO Jo-1,,
2505,1,300114029900N0000075,TIEMPO DE SANGRÍA,,
693,1,300113030404N0001715,IGE RECOMBINANTE RGLY M 4 PR-10 (SOJA) F353,,
648,1,300113030215N0000568,IGE ESPECIFICA  OLIVO,,
900,1,300113050000N0001236,AC ANTI CARDIOLIPINA AMG,,
2671,1,300113060000N0001450,TEST GH TRAS HIPOGLUCEMIA,,
981,1,300113080100N0000843,PROTEINA S-100 B,,
1956,1,ANT000101,FOSFOMICINA (2),,
755,1,300113040000N0000627,ANDROSTANDIOL GLUCURÓNIDO,,
1841,1,30030901521928602000,"RM VASCULAR , PIE DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2562,1,CCD00320N,ÍNDICE DISTRIBUCIÓN HEMATÍES (STD) (EN SANGRE),,
489,1,300113030202N0000200,IGE ESPECIFICA  EUROGLYPHUS MAYNEI,,
1037,1,300113110000N0000895,LACTATO-DESHIDROGENASA 4,,
676,1,300113030300N0001540,IgG ESPECIFICA CASEÍNA,,
1274,1,300114029900N0000073,TIEMPO DE PROTROMBINA,,
1524,1,30030400630808400000,"ECOGRAFIA ORGANOS/PARTES BLANDAS, AXILA ESTADIFICACION AMBAS",,
1152,1,300113121000H0000994,ANTICUERPOS ANTI NUCLEARES (ANA) EN LIQUIDO PLEURAL,,
1797,1,30030901451928702000,"ARTRO RM, RODILLA AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
1113,1,300113120600D0001316,ÁCIDO ÚRICO LÍQUIDO DIÁLISIS,,
883,1,300113050000N0000761,ANTI CV2,,
731,1,300113030416N0001679,IGE RECOMBINANTE Par j2 (Parietaria),,
1427,1,30030100031929315000,"RX ESQUELETO PERIFERICO, TOBILLO AMBOS, EN CARGA",,
1177,1,300113121200J0001030,PROTEÍNAS TOTALES EN LIQUIDO SINOVIAL,,
966,1,300113080100N0000827,AG CA 19.9 (AG CARBOHIDRATADO 19.9),,
759,1,300113040000N0000631,CALCITONINA,,
1656,1,30030600861929102000,"TC OSTEOARTICULAR , TIBIA-PERONE AMBAS, SIN CONTRASTE Y CON CONTRASTE",,
724,1,300113030413N0001674,IGE RECOMBINANTE Asp f4 (Aspergillus),,
890,1,300113050000N0001070,AC ANTI AG CITOSOL HEPATICO 1 (LC-1),,
642,1,300113030215N0000542,IGE ESPECIFICA  ABEDUL,,
231,1,0121602060,BIOPSIA,,
2726,1,30030200201929400000,"ARTROGRAFIA, TOBILLO DERECHO/IZQUIERDO",,
973,1,300113080100N0000834,AG PROSTÁTICO ESPECIFICO (PSA),,
1559,1,30030500731928400000,"DOPPLER  ARTERIAL, MIEMBRO INFERIOR DERECHO/IZQUIERDO",,
2535,1,30030600980000001000,"RADICULOGRAFIA-MIELOGRAFIA , SIN CONTRASTE",,
6,1,0121201072,TINCION DE ZIEHL-NEELSEN Y AFINES (3),,
661,1,300113030216N0000607,IGE ESPECIFICA W21 PARIETARIA JUDAICA,,
354,1,300113020000K0000098,UREA,,
1858,1,30030901560404201000,"RM DINAMICA, ARTICULAR CERVICAL, SIN CONTRASTE",,
1989,1,CCD00003N,ACTH 30 MIN   (EN SANGRE),,
751,1,300113040000K0001655,CORTISOL LIBRE ORINA,,
1327,1,300114070200N0000253,CÉLULAS CD3 (RECUENTO),,
74,1,0121207010,AC. ANTI-VIRUS DE LA INMUNODEFICIENCIA HUMANA-1-2 METODO ELISA,,
222,1,0121211070,DNA VIRUS DE LA HEPATITIS B METODO PCR,,
1330,1,300114080100N0000176,DIAGNÓSTICO MOLECULAR  DE LA VARIANTE DE PROTROMBINA G20210A (PCR Y DIGESTIÓN CON ENZIMAS DE RESTRIC,,
2342,1,CCD00530N,SODIO BASAL  (EN SANGRE),,
2351,1,CCD00569I,MOTILIDAD PROGRESIVA/ PORCENTAJE (EN LIQUIDO SEMINAL),,
1949,1,ANT000080,CLINDAMICINA,,
510,1,300113030203N0001334,"IGE ESPECIFICA CASPA PERRO, EPITELIO PERRO",,
918,1,300113060000N0001630,POOL DE PROLACTINA,,
1771,1,30030901441928601000,"RM OSTEOARTICULAR , PIE DERECHO/IZQUIERDO, SIN CONTRASTE",,
2187,1,CCD00218N,TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADO (TTPA) EN RATIO (EN SANGRE),,
1941,1,ANT000055,CEFOXITINA,,
796,1,300113040000N0000668,TRIYODOTIRONINA  TOTAL (T3 TOTAL),,
906,1,300113050000N0001558,AC ANTI ANHIDRASA CARBONICA (I/II),,
2275,1,CCD00346N,c-ANCA (EN SANGRE),,
2580,1,0121209103,AC. ANTI-ECHOVIRUS METODO FC IGG,,
523,1,300113030204N0000284,IGE ESPECIFICA  CASTAÑA,,
334,1,300113020000K0000076,GLUCOSA (ORINA),,
2422,1,0121207042,AG. VIRUS DE LA INMUNODEFICIENCIA HUMANA AG P24 METODO EIA,,
308,1,300113010000N0000056,TRIGLICERIDOS (SANGRE),,
1926,1,30140103010184000000,PLAQUETAS: RECUENTO EN CITRATO SÓDICO EN SANGRE POR TÉCNICA AUTOMATIZADA,,
578,1,300113030206N0000403,IGE ESPECIFICA  YEMA DE HUEVO,,
771,1,300113040000N0000643,FOLATO ERITROCITARIO,,
1297,1,300114040000N0000105,HEMOGLOBINA A2,,
1694,1,30030600932232402000,"TC VASCULAR , SISTEMA VASCULAR VENOSO PERIFERICO, SIN CONTRASTE Y CON CONTRASTE",,
330,1,300113020000K0000071,CREATININA (ORINA),,
384,1,300113030100K0000176,MICROGLOBULINA BETA-2 ORINA,,
2359,1,CCD00582I,RECUENTO ESPERMIOS POST - VASECTOMÍA  (EN LIQUIDO SEMINAL),,
389,1,300113030100K0000181,TRANSFERRINA ORINA,,
145,1,0121209380,AGLUTINACIONES CUANTITATIVAS DE SALMONELLA (O + H) (AGLUTINACION) POR ANTIGENO,,
1118,1,300113120600D0001321,BICARBONATO LÍQUIDO DIÁLISIS,,
1800,1,30030901451929402000,"ARTRO RM, TOBILLO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",,
2630,1,300113030100N0001309,ORNITINA,,
1463,1,30030100091623700000,"DENSITOMETRIA OSEA, FALANGE",,
670,1,300113030300N0000619,IgG ESPECIFICA ASPERGILLUS FUMIGATUS,,
2216,1,CCD00254K,BENZODIACEPINAS (EN ORINA),,
1899,1,30031602641928300000,"EMBOLIZACION VARICES MIEMBRO INFERIOR, MIEMBRO INFERIOR AMBOS",,
2268,1,CCD00337K,HEMATÍES DISMÓRFICOS (EN ORINA),,
2207,1,CCD00245K,COCIENTE CALCIO/CREATININA (EN ORINA),,
1812,1,30030901460809802000,"RM TORACICA, PLEXO BRAQUIAL, SIN CONTRASTE Y CON CONTRASTE",,
2477,1,300113070100N0001260,ARSENICO SANGRE,,
1425,1,30030100031929206000,"RX ESQUELETO PERIFERICO, TIBIA-PERONE DERECHA/IZQUIERDA, AP Y LAT",,
1001,1,300113100000N0001102,ESTUDIO GENÉTICO:ATAXIA,,
497,1,300113030203N0000213,IGE ESPECIFICA  EPITELIO CONEJO,,
1091,1,300113120500C0000942,ALBÚMINA LCR,,
316,1,300113010000N0001681,FILTRADO GLOMERULAR ESTIMADO CKD - EPI,,
830,1,300113050000N0000704,AC ANTI CARDIOLIPINA IgM,,
991,1,300113090000N0001246,HLA B (BIOLOGÍA MOLECULAR),,
1657,1,30030600861929201000,"TC OSTEOARTICULAR , TIBIA-PERONE DERECHA/IZQUIERDA, SIN CONTRASTE",,
1407,1,30030100031928115000,"RX ESQUELETO PERIFERICO, METATARSO AMBOS, EN CARGA",,
780,1,300113040000N0000652,IGF-BP3 (PROTEÍNA TRANSPORTADORA DE IGF1),,
2045,1,CCD00063K,COCIENTE KAPPA/LAMBDA (EN ORINA),,
2233,1,CCD00281N,AC ANTI LKM 1(EN SANGRE),,
2697,1,300113121200J0001128,LACTATO LÍQUIDO SINOVIAL,,
2484,1,300113100000B0000873,CARIOTIPO,,
244,1,0121812420,TIROXINA LIBRE (FT4) CON EXTRACCION,,
1454,1,30030100050504600000,"RX CRANEO/CARA, CUELLO (PARTES BLANDAS/CAVUM)",,
310,1,300113010000N0000058,UREA,,
656,1,300113030216N0000600,IGE ESPECIFICA  ORTIGA,,
2631,1,300113030202N0001333,"IGE ESPECIFICA ACARO SIRO,DERMATOPHAGOIDES FARINAE,PTERONYSSINUS",,
1184,1,300113121200J0001131,TRIGLICÉRIDOS LÍQUIDO SINOVIAL,,
239,1,0121812290,PARATHORMONA TOTAL (INTACTA)  CON EXTRACCION,,
1872,1,30031101780000000000,EMBOLIZACION CAROTIDA EXTERNA UNILATERAL,,
88,1,0121208050,FTA-ABS IGM  (IFI),,
2755,1,30031803430000000000,NEFROSTOMIA PERCUTANEA BILATERAL,,
950,1,300113070100N0001615,MICOFENALATO MOFETILO,,
1445,1,30030100050100500000,"RX CRANEO/CARA, ARTICULACION TEMPORO-MANDIBULAR (ATM) DERECHA/IZQUIERDA",,
1266,1,300114029900N0000056,INHIBIDOR DE LA COAGULACIÓN NO ESPECÍFICO,,
2669,1,300113050000N0001604,AC ANTI 21 HIDROXILASA,,
1154,1,300113121000H0000997,ANTÍGENO CARCINOEMBRIONARIO (CEA) EN LIQUIDO PLEURAL,,
2282,1,CCD00354N,CD4*CD45 (EN SANGRE),,
735,1,300113040000K0000679,ÁCIDO HOMOVANÍLICO (4-HIDROXI-3-METOXIFENIL-ACETATO),,
1593,1,30030600850404302000,"TC DE COLUMNA , RAQUIS CERVICAL, SIN CONTRASTE Y CON CONTRASTE",,
2007,1,CCD00025I,ANORMALIDADES EN LA COLA (EN LIQUIDO SEMINAL),,
1439,1,30030100041013516000,"RX RAQUIS, RAQUIS LUMBO SACRO, FLEXO-EXTENSION",,
106,1,0121209080,AC. ANTI-VIRUS DE EPSTEIN-BARR HETEROFILOS METODO AGLUT.,,
1952,1,ANT000086,ERITROMICINA (2),,
2276,1,CCD00347N,p-ANCA (EN SANGRE),,
801,1,300113040000N0000673,VITAMINA B1 (TIAMINA),,
1125,1,300113120800F0000970,ESTUDIO CITOLÓGICO CÉLULAS MONONUCLEARES EN LIQUIDO PERICARDICO,,
1495,1,30030200430000000000,URETROGRAFIA RETROGRADA CON CISTOURETROGRAFIA,,
2774,1,CCD00272N,AC ANTI RNP-C (EN SANGRE),,
2067,1,CCD00091N,EOSINÓFILOS ABSOLUTOS (EN SANGRE),,
2559,1,CCD00243N,RENINA TOTAL BASAL (EN SANGRE),,
