cod_atc4,Frequency.7,codes,spanish description,english description,comment
D07XC,1,2378,CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMAT,,
D08AC,1,2380,BIGUANIDAS Y AMIDINAS (ANTISEPTICOS Y DESINFECT.),,
A03DB,1,2202,BELLADONA Y DERIVADOS CON ANALGESICOS,,
L02AE,1,2505,ANALOGOS HORMONA LIBERADORA DE GONADOTROPINA,,
D05BA,1,2358,PSORALENOS DE USO SISTEMICO (ANTIPSORIASICOS),,
C07AA,1,2318,BETABLOQUEANTES NO SELECTIVOS SOLOS,,
23A00,1,2070,BOLSAS RECOGIDA ORINA,,
A12CB,1,2253,ZINC,,
C05BX,1,2315,OTROS ANTIVARICOSOS ESCLEROSANTES,,
J01DB,1,2456,CEFALOSPORINAS DE PRIMERA GENERACIÓN,,
25A19,1,2103,BOLSAS COLOSTOMIA SISTEMA DOBLE ACOPLAMIENTO ADHESIVO,,
A03AD,1,2756,PAPAVERINA Y DERIVADOS,,
C04AD,1,2306,DERIVADOS DE LAS PURINAS (VASODIL. PERIFERICOS),,
04A00,1,2033,ESPARADRAPO,,
H04AA,1,2447,GLUCAGON,,
J07AM,1,2490,VACUNAS CONTRA TETANOS,,
N05CH,1,2579,RECEPTOR AGONISTA MELATONINA,,
A04AD,1,2206,OTROS ANTIEMETICOS,,
C02KB,1,2742,INHIBIDORES DE LA TIROSINA HIDROXILASA,,
03A05,1,2027,VENDA DE MALLA HIDROFILA,,
A11AA,1,2236,POLIVITAMINAS CON MINERALES,,
L02BG,1,2508,INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA),,
19A02,1,2062,BRAGUERO INGUINAL DERECHO,,
9COHI,1,2147,FORMULAS COMPLETAS OLIGOMERICAS HIPERPROTEICAS,,
24B03,1,2087,MEDIA LARGA (A-F) COMP FUERTE,,
A03AE,1,2198,AGENTES CON EFECTO EN LOS RECEPTORES DE SEROTONINA,,
G03BB,1,2415,DERIVADOS DEL ANDROSTANO (ANDROGENOS),,
9X024,1,2171,COMPLEMENTO ALIMENTICIO FANERAS,,
N04AA,1,2558,AMINAS TERCIARIAS (ANTIPARKINSONIANOS),,
D08AF,1,2382,DERIVADOS DEL NITROFURANO,,
P01AX,1,2599,OTROS AMEBICIDAS Y ANTIPROTOZOARIOS,,
16C00,1,2060,MUÑEQUERA FERULA,,
D08AJ,1,2745,COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPT./DESINF,,
C01AA,1,2286,GLICOSIDOS DE DIGITALIS (CARDIOTERAPIA),,
D05AD,1,2356,PSORALENOS DE USO TOPICO (ANTIPSORIASICOS),,
A12CC,1,2254,MAGNESIO,,
N06BC,1,2752,XANTINAS (PSICOESTIMULANTES),,
B02BA,1,2271,VITAMINA K,,
9ASPR,1,2145,FORMULAS EXENTAS DE PROTEINAS,,
G03DA,1,2418,DERIVADOS DEL PREGNANO (PROGESTAGENOS),,
C01CA,1,2290,ADRENERGICOS Y DOPAMINERGICOS (ESTIMUL.CARDIACOS),,
42A02,1,2138,AGUJA INSULINA,,
S01AE,1,2644,FLUOROQUINOLONAS,,
S02CA,1,2666,CORTICOSTEROIDES Y ANTIINFEC.EN ASOC.(OTOLOGICOS),,
9X105,1,2178,"ESPESANTES, GELIFICANTES",,
D09AA,1,2385,APOSITOS MEDICAMENTOSOS CON ANTIINFECCIOSOS,,
A02AA,1,2186,COMPUESTOS DE MAGNESIO (ANTIACIDOS),,
A12CX,1,2255,OTROS SUPLEMENTOS MINERALES,,
V03AB,1,2671,ANTIDOTOS,,
C05AA,1,2309,ANTIHEMORROIDALES CON CORTICOIDES,,
C02CA,1,2296,BLOQUEANTES ALFA-ADRENERGICOS (ANTIHIPERTENSIVOS),,
9LAPL,1,2158,FORMULAS CON HIDROLIZADOS DE PROTEINAS LACTEAS SIN LACTOSA,,
25A08,1,2097,BOLSAS COLOST KAR ADH MIC FIL,,
J04AD,1,2788,DERIVADOS DE LA TIOCARBAMIDA (TUBERCULOSTATICOS),,
G03AC,1,2412,PROGESTAGENOS,,
N05AE,1,2567,DERIVADOS DE INDOL (ANTIPSICOTICOS),,
N05AG,1,2569,DERIVADOS DE DIFENILBUTILPIPERIDINA (ANTIPSICOTIC),,
B05DA,1,2775,SOLUCIONES DIALISIS PERITONEAL ISOTONICAS,,
S01GA,1,2659,SIMPATICOMIMETICOS (DESCONGEST. OFTALMICOS),,
A01AC,1,2184,CORTICOSTEROIDES DE USO ORAL LOCAL,,
B05BA,1,2280,SOLUCIONES PARA NUTRICION PARENTERAL,,
J07BH,1,2710,VACUNAS CONTRA ROTAVIRUS (DIARREA),,
J01XC,1,2473,ANTIBACTERIANOS ESTEROIDICOS (ANTIINFECCIOSOS SIST,,
M01AH,1,2518,COXIBS (AINES),,
S01CA,1,2649,CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM),,
9X036,1,2174,ALIMENTACION: ACEITES VEGETALES Y DE PESCADO,,
D07BB,1,2371,CORTICOSTEROIDES MODERAD.POTENTES+ANTISEPTIC(DERMA,,
A11JC,1,2248,"VITAMINAS, OTRAS COMBINACIONES",,
25A02,1,2095,BOLSAS COLOST ADH FIL,,
