cod_atc4,Frequency.1,codes,spanish description,english description,comment
2652,1,S01EA,SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA,,
2620,1,R03BA,GLUCOCORTICOIDES (ANTIASMATICOS),,
2427,1,G03XB,ANTIPROGESTAGENOS,,
2511,1,L04AA,INMUNOSUPRESORES SELECTIVOS,,
2379,1,D08AB,AGENTES CON ALUMINIO,,
2590,1,N06DX,OTROS MEDICAMENTOS CONTRA LA DEMENCIA,,
2109,1,25B09,BOLSAS ILEOST RES SIN,,
2767,1,G04AG,OTROS ANTISEPTICOS Y ANTIINFECCIOSOS URINARIOS,,
2768,1,L01AX,OTROS ALQUILANTES (ANTINEOPLASICOS),,
2655,1,S01ED,BETABLOQUEANTES (ANTIGLAUCOMA),,
2049,1,06F10,SONDA VESICAL BAJA FRICCION CON BOLSA RECOGIDA DE ORINA,,
2736,1,B02BD,FACTORES DE COAGULACION SANGUINEA,,
2036,1,05A00,CANULA TRAQUEOTOMIA,,
2707,1,C02KX,OTROS ANTIHIPERTENSIVOS,,
2524,1,M02AB,PREPARADOS CON CÁPSICUM Y AGENTES SIMILARES,,
2246,1,A11JA,ASOCIACIONES DE VITAMINAS,,
2619,1,R03AL,ADRENERGICOS EN COMBINACION CON ANTICOLINERGICOS,,
2119,1,26A01,CINTURON OSTOMIA,,
2431,1,G04BE,MEDICAMENTOS USADOS EN DISFUNCIONES ERECTILES,,
2257,1,A14AA,DERIVADOS DEL ANDROSTANO (ANABOLIZANTES),,
2449,1,H05BA,CALCITONINAS,,
2646,1,S01BB,CORTICOSTEROIDES Y MIDRIATICOS EN ASOCIACION,,
2299,1,C03AA,TIAZIDAS SOLAS (DIURETICOS),,
2492,1,J07BB,VACUNAS CONTRA INFLUENZA,,
2038,1,05D00,CANULA LARINGUECTOMIA,,
2690,1,V04CX,OTROS AGENTES DE DIAGNÓSTICO,,
2788,1,J04AD,DERIVADOS DE LA TIOCARBAMIDA (TUBERCULOSTATICOS),,
2787,1,G02CA,SIMPATICOMIMETICOS INHIBIDORES DEL PARTO,,
2172,1,9X025,VITAMINAS Y MINERALES CANTIDAD IGUAL O INFERIOR A I.D.R.,,
2130,1,26H05,APOSITOS B OSTOM ARO RES SINT C-ESP,,
2735,1,V04CJ,TESTS DE LA FUNCION TIROIDEA,,
2027,1,03A05,VENDA DE MALLA HIDROFILA,,
2664,1,S01XA,OTROS OFTALMOLOGICOS,,
2685,1,V08AA,CONTRASTES RADIOL.NEFROTROP.HIDROSOL.ALTA OSMOLAR.,,
2391,1,D10BA,RETINOIDES DE USO SISTEMICO (ANTI-ACNE),,
2074,1,23B03,COLECTOR BOLSA RECOGIDA ORINA AADH (AUTOADHESIVO),,
2158,1,9LAPL,FORMULAS CON HIDROLIZADOS DE PROTEINAS LACTEAS SIN LACTOSA,,
2566,1,N05AD,BUTIROFENONAS (ANTIPSICOTICOS),,
2448,1,H05AA,HORMONAS PARATIRODEAS,,
2469,1,J01MA,FLUORQUINOLONAS (ANTIINFECCIOSOS SISTEMICOS),,
2603,1,P01BD,DIAMINOPIRIMIDINAS (ANTIMALARICOS),,
2112,1,25B13,BOLSAS ILEOST SIST DOBLE ACOPLAMIENTO ADHESIVO,,
2628,1,R05CA,EXPECTORANTES,,
2236,1,A11AA,POLIVITAMINAS CON MINERALES,,
2262,1,A16AX,OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO,,
2510,1,L03AX,OTRAS CITOKINAS E INMUNOMODULADORES,,
2169,1,9X021,COMPLEMENTO ALIMENTICIO EMBARAZO Y LACTANCIA,,
2214,1,A06AX,OTROS LAXANTES,,
2278,1,B03BB,ACIDO FOLICO,,
2569,1,N05AG,DERIVADOS DE DIFENILBUTILPIPERIDINA (ANTIPSICOTIC),,
2200,1,A03BA,"ALCALOIDES DE BELLADONA, AMINAS TERCIARIAS",,
2219,1,A07EA,CORTICOSTEROIDES DE ACCIÓN LOCAL,,
2266,1,B01AD,ENZIMAS (ANTITROMBOTICOS),,
2057,1,15A00,CODERA,,
2157,1,9HLAA,FORMULAS SIN LACTOSA,,
2665,1,S02AA,ANTIINFECCIOSOS (OTOLOGICOS),,
2340,1,C10BA,INHIBIDORES DE LA HMG -COA REDUCTASA EN COMBINACION CON OTROS AGENTES MODIFICADORES DE LIPIDOS,,
2757,1,M01CB,PREPARADOS DE ORO (ANTIREUMATICOS),,
2699,1,P01CC,DERIVADOS DE NITROFURANO (ANTI-LEHISM./TRIPANOSOM),,
2465,1,J01FA,MACROLIDOS (ANTIINFECCIOSOS SISTEMICOS),,
2733,1,J01DH,CARBAPENEMS (ANTIBACTERIANOS BETALACTAMICOS),,
2493,1,J07BC,VACUNAS CONTRA HEPATITIS,,
2801,1,Y100Y,VISADO CON 75 PTAS APORTACION FIJA,,
2650,1,S01CB,CORTICOST. ASOC. A ANTIINFEC.Y SIMPATICOM.(OFTALM),,
2737,1,H01AX,OTRAS HORMONAS DEL LÓBULO ANTERIOR DE LA HIPÓFISIS Y SUS ANÁLOGOS,,
2320,1,C07AG,ALFA Y BETABLOQUEANTES,,
2521,1,M01CC,PENICILAMINA Y SIMILARES (ANTIREUMATICOS),,
