cod_est_salud,Frequency.1,codes,spanish description,english description,comment
1073,1,57864,Abuso de drogas - Cannabis/NOS/NEC: Nivel 4,,
3,1,70151,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 1,,
70,1,70204,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 4,,
233,1,53102,Enfermedad hepática alcohólica: Nivel 2,,
203,1,57432,Esquizofrenia: Nivel 2,,
43,1,70126,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 6,,
404,1,61301,Enfermedad cerebrovascular y diabetes: Nivel 1,,
528,1,57491,Depresión y otras psicosis: Nivel 1,,
963,1,50072,Parálisis cerebral NOS: Nivel 2,,
985,1,86604,Linfoma de Hodgkin: Nivel 4,,
377,1,62514,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 4,,
105,1,52371,Enfermedades arteriales y venosas crónicas - mayor: Nivel 1,,
133,1,51821,Historia de Infarto Agudo de Miocardio: Nivel 1,,
1015,1,53524,Artropatía por cristales: Nivel 4,,
936,1,62424,Asma e hipertensión: Nivel 4,,
317,1,62302,Otra enfermedad dominante crónica y otra neoplasia no dominante: Nivel 2,,
304,1,86532,Leucemia no linfática crónica: Nivel 2,,
960,1,54784,Anomalías de riñón o tracto urinario: Nivel 4,,
39,1,62932,Otra enfermedad dominante crónica y otra enfermedad crónica: Nivel 2,,
50,1,53542,Osteoporosis: Nivel 2,,
284,1,70311,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 1,,
892,1,62204,Otra enfermedad dominante crónica y neoplasia de próstata: Nivel 4,,
170,1,20770,Recién nacido con otra enfermedad significativa,,
486,1,62513,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 3,,
462,1,51771,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 1,,
602,1,34092,Psoriasis: Nivel 2,,
992,1,50024,Diagnósticos extrapiramidales: Nivel 4,,
923,1,52693,Anomalías gastrointestinales: Nivel 3,,
422,1,52664,Enfermedad inflamatoria intestinal: Nivel 4,,
138,1,70412,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 2,,
749,1,51823,Historia de Infarto Agudo de Miocardio: Nivel 3,,
314,1,70136,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 6,,
368,1,57433,Esquizofrenia: Nivel 3,,
38,1,54242,Diabetes: Nivel 2,,
1048,1,62515,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 5,,
1074,1,58201,Quemaduras - Extrema: Nivel 1,,
1031,1,56104,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 4,,
901,1,56652,Linfoma no Hodgkin: Nivel 2,,
90,1,53511,Discopatía y otros diagnósticos crónicos de espalda: Nivel 1,,
217,1,61216,EPOC y enfermedad coronaria avanzada: Nivel 6,,
942,1,51903,Estado de dispositivo cardiaco: Nivel 3,,
712,1,61415,Diabetes y otra enfermedad dominante crónica: Nivel 5,,
863,1,50123,Historia de accidente isquémico transitorio: Nivel 3,,
53,1,61305,Enfermedad cerebrovascular y diabetes: Nivel 5,,
747,1,61151,Insuficiencia cardiaca y demencia: Nivel 1,,
669,1,86581,Otras neoplasias: Nivel 1,,
452,1,70114,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 4,,
86,1,61422,Diabetes y asma: Nivel 2,,
925,1,51783,Otros diagnósticos cardiacos congénitos mayores excepto valvulares: Nivel 3,,
342,1,61236,EPOC y otra enfermedad moderada crónica: Nivel 6,,
471,1,50143,Epilepsia: Nivel 3,,
524,1,54422,"Diagnósticos endocrinos, nutricionales, hidroelectrolíticos e inmunes crónicos - Moderado: Nivel 2",,
57,1,61524,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 4,,
407,1,90401,Nutrición parenteral total: Nivel 1,,
625,1,61203,EPOC y diabetes: Nivel 3,,
103,1,20750,Diagnósticos ginecológicos mayores con otra enfermedad significativa,,
505,1,34462,Enfermedad tiroidea crónica: Nivel 2,,
60,1,62705,Otras dos enfermedades crónicas moderadas: Nivel 5,,
637,1,86613,Neoplasia de proteinas plasmáticas: Nivel 3,,
65,1,70216,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 6,,
674,1,40004,Categorías de ECP múltiples menores: Nivel 4,,
996,1,50134,Enfermedad cerebrovascular sin infarto: Nivel 4,,
36,1,53901,Enfermedades del tejido conectivo y vasculitis: Nivel 1,,
405,1,86471,Neoplasia de pulmón: Nivel 1,,
433,1,61332,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
501,1,70212,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 2,,
118,1,61434,Diabetes y otra enfermedad moderada crónica: Nivel 4,,
757,1,61511,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 1,,
944,1,56061,Anemia de células falciformes: Nivel 1,,
63,1,70206,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 6,,
858,1,55823,Síndrome de Down: Nivel 3,,
194,1,56581,Otras neoplasias: Nivel 1,,
773,1,70025,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 5,,
77,1,61404,Diabetes y enfermedad coronaria avanzada: Nivel 4,,
582,1,37541,Déficit de atención / Hiperactividad: Nivel 1,,
750,1,61146,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 6,,
775,1,57511,Diagnósticos de salud mental crónicos - Moderado: Nivel 1,,
980,1,54054,Diagnósticos significativos de piel y tejido subcutáneo: Nivel 4,,
569,1,61414,Diabetes y otra enfermedad dominante crónica: Nivel 4,,
413,1,32731,Úlceras crónicas: Nivel 1,,
261,1,70501,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 1,,
746,1,33572,Ostroartritis: Nivel 2,,
650,1,57482,"Trastornos de la conducta, del control de los impulsos y del comportamiento: Nivel 2",,
698,1,86571,Neoplasia de colón: Nivel 1,,
254,1,61516,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 6,,
174,1,70233,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 3,,
1030,1,56074,Trastornos de la coagulación: Nivel 4,,
319,1,90103,Diálisis con diabetes: Nivel 3,,
93,1,61441,Diabetes e hipertensión: Nivel 1,,
279,1,61241,EPOC e hipertensión: Nivel 1,,
408,1,70156,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 6,,
618,1,62004,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 4,,
24,1,50041,Enfermedad cerebrovascular con infarto o hemorragia intracraneal: Nivel 1,,
526,1,51814,Enfermedades valvulares: Nivel 4,,
114,1,56632,Neoplasia de próstata: Nivel 2,,
1027,1,55852,Trastorno generalizado del desarrollo (autismo): Nivel 2,,
594,1,61251,"EPOC y otra enfermedad crónica, Nivel 2",,
989,1,35112,"Enfermedad prostática, infertilidad y neoplasias benignas, varones: Nivel 2",,
1017,1,53904,Enfermedades del tejido conectivo y vasculitis: Nivel 4,,
703,1,61212,EPOC y enfermedad coronaria avanzada: Nivel 2,,
100,1,32741,Diagnósticos gastrointestinales crónicos - menor: Nivel 1,,
33,1,70705,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 5,,
387,1,50121,Historia de accidente isquémico transitorio: Nivel 1,,
1055,1,50074,Parálisis cerebral NOS: Nivel 4,,
275,1,70225,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 5,,
878,1,86553,Leucemia linfática aguda: Nivel 3,,
933,1,61131,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 1,,
251,1,62213,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 3,,
716,1,53142,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 2,,
412,1,70101,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 1,,
130,1,61004,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 4,,
507,1,51812,Enfermedades valvulares: Nivel 2,,
898,1,53103,Enfermedad hepática alcohólica: Nivel 3,,
206,1,91003,Distrofia muscular progresiva o atrofia espinal muscular: Nivel 3,,
968,1,55842,Retraso mental severo / profundo: Nivel 2,,
9,1,61323,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 3,,
282,1,54743,Estado de trasplante renal: Nivel 3,,
593,1,31001,Pérdida de audición crónica: Nivel 1,,
786,1,53431,"Diagnósticos congénitos mayores de hueso, cartílago y músculo: Nivel 1",,
454,1,61431,Diabetes y otra enfermedad moderada crónica: Nivel 1,,
879,1,90402,Nutrición parenteral total: Nivel 2,,
601,1,61503,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 3,,
740,1,54771,Nefritis: Nivel 1,,
1005,1,51874,Arritmias cardiacas y trastornos de la conducción: Nivel 4,,
336,1,61135,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 5,,
543,1,90202,Diálisis sin diabetes: Nivel 2,,
410,1,61155,Insuficiencia cardiaca y demencia: Nivel 5,,
439,1,61615,Demencia y otra enfermedad moderada crónica: Nivel 5,,
840,1,61606,Demencia y otra enfermedad dominante crónica: Nivel 6,,
893,1,62114,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 4,,
1023,1,54393,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 3,,
295,1,35102,Hiperplasia benigna de próstata: Nivel 2,,
857,1,50102,Hidrocefalia y otras anomalías cerebrales: Nivel 2,,
1,1,10000,Estado sano,,
104,1,61005,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 5,,
743,1,61172,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 2,,
152,1,61451,Diabetes y otra enfermedad crónica: Nivel 1,,
929,1,51894,Historia de ACTP: Nivel 4,,
718,1,50061,Enfermedad de Alzheimer y otras demencias: Nivel 1,,
245,1,50021,Diagnósticos extrapiramidales: Nivel 1,,
426,1,51824,Historia de Infarto Agudo de Miocardio: Nivel 4,,
296,1,62403,Otra enfermedad dominante crónica y asma: Nivel 3,,
475,1,70201,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 1,,
628,1,70023,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 3,,
564,1,70135,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 5,,
859,1,86522,Leucemia linfática crónica: Nivel 2,,
678,1,57441,Trastornos de la alimentación: Nivel 1,,
663,1,61333,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
1008,1,52413,Varices en piernas con úlceras o inflamación: Nivel 3,,
179,1,70121,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 1,,
779,1,61244,EPOC e hipertensión: Nivel 4,,
383,1,70211,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 1,,
457,1,51873,Arritmias cardiacas y trastornos de la conducción: Nivel 3,,
899,1,86603,Linfoma de Hodgkin: Nivel 3,,
78,1,70713,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 3,,
607,1,62103,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 3,,
111,1,70222,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 2,,
675,1,50111,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 1,,
72,1,61436,Diabetes y otra enfermedad moderada crónica: Nivel 6,,
954,1,57073,Tuberculosis secundaria: Nivel 3,,
31,1,61313,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 3,,
682,1,70113,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 3,,
209,1,62911,Asma y otra enfermedad crónica: Nivel 1,,
200,1,70133,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 3,,
680,1,53942,Espondiloartropatía y otras artropatías inflamatorias: Nivel 2,,
325,1,86554,Leucemia linfática aguda: Nivel 4,,
469,1,51792,Insuficiencia cardiaca: Nivel 2,,
95,1,86503,Neoplasia de ovario: Nivel 3,,
946,1,53483,Anomalía o curvatura de columna: Nivel 3,,
869,1,90501,Dependencia de ventilación mecánica: Nivel 1,,
876,1,56531,Leucemia no linfática crónica: Nivel 1,,
385,1,51811,Enfermedades valvulares: Nivel 1,,
117,1,70123,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 3,,
1080,1,5,Enfermedad dominante o crónica moderada única,,
907,1,51883,Historia de by-pass coronario: Nivel 3,,
605,1,86602,Linfoma de Hodgkin: Nivel 2,,
67,1,61613,Demencia y otra enfermedad moderada crónica: Nivel 3,,
320,1,55832,"Anomalías y síndromes cromosómicos, excepto Down: Nivel 2",,
135,1,61443,Diabetes e hipertensión: Nivel 3,,
715,1,70125,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 5,,
886,1,30802,Diagnósticos oculares crónicos - menor: Nivel 2,,
920,1,90901,Espina bífida: Nivel 1,,
464,1,61605,Demencia y otra enfermedad dominante crónica: Nivel 5,,
297,1,61252,"EPOC y otra enfermedad crónica, Nivel 2",,
521,1,86653,Linfoma no Hodgkin: Nivel 3,,
928,1,31412,Bronquitis crónica: Nivel 2,,
518,1,61523,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 3,,
27,1,61326,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 6,,
37,1,61321,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 1,,
821,1,50113,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 3,,
196,1,70223,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 3,,
123,1,62703,Otras dos enfermedades crónicas moderadas: Nivel 3,,
723,1,70132,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 2,,
938,1,62405,Otra enfermedad dominante crónica y asma: Nivel 5,,
1060,1,54394,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 4,,
240,1,51793,Insuficiencia cardiaca: Nivel 3,,
999,1,51172,Anomalías del cráneo y de los huesos faciales: Nivel 2,,
96,1,61163,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 3,,
1066,1,70406,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 6,,
827,1,61122,Insuficiencia cardiaca y enfermedad vascular periférica: Nivel 2,,
243,1,52662,Enfermedad inflamatoria intestinal: Nivel 2,,
984,1,54042,Úlcera cutánea crónica: Nivel 2,,
227,1,20810,Diagnósticos neurológicos significativos con otra enfermedad significativa,,
46,1,40003,Categorías de ECP múltiples menores: Nivel 3,,
1028,1,56051,Enfermedades inmunes y leucocitarias: Nivel 1,,
787,1,61153,Insuficiencia cardiaca y demencia: Nivel 3,,
168,1,51861,Fibrilación auricular: Nivel 1,,
228,1,50131,Enfermedad cerebrovascular sin infarto: Nivel 1,,
714,1,51924,Hipertensión: Nivel 4,,
66,1,61514,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 4,,
149,1,70012,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 2,,
348,1,10110,Diagnósticos neurológicos significativos sin otra enfermedad significativa,,
181,1,90204,Diálisis sin diabetes: Nivel 4,,
372,1,61235,EPOC y otra enfermedad moderada crónica: Nivel 5,,
911,1,61246,EPOC e hipertensión: Nivel 6,,
40,1,61221,EPOC y otra enfermedad dominante crónica: Nivel 1,,
962,1,54794,Diagnósticos genitourinarios crónicos: Nivel 4,,
224,1,61211,EPOC y enfermedad coronaria avanzada: Nivel 1,,
62,1,70711,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 1,,
1007,1,52374,Enfermedades arteriales y venosas crónicas - mayor: Nivel 4,,
939,1,50114,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 4,,
460,1,70314,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 4,,
620,1,61306,Enfermedad cerebrovascular y diabetes: Nivel 6,,
953,1,54773,Nefritis: Nivel 3,,
812,1,91102,Fibrosis quística: Nivel 2,,
305,1,86624,Neoplasia de mama: Nivel 4,,
321,1,51871,Arritmias cardiacas y trastornos de la conducción: Nivel 1,,
588,1,61162,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 2,,
646,1,70236,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 6,,
58,1,62412,Asma y otra enfermedad moderada crónica: Nivel 2,,
668,1,57472,trastornos bipolares: Nivel 2,,
485,1,61225,EPOC y otra enfermedad dominante crónica: Nivel 5,,
490,1,61143,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 3,,
391,1,86493,Neoplasia renal: Nivel 3,,
704,1,57501,Trastornos mayores de la personalidad: Nivel 1,,
805,1,35232,Enfermedad inflamatoria crónica pélvica: Nivel 2,,
756,1,70402,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 2,,
653,1,53503,Amputación y enfermedad ósea: Nivel 3,,
322,1,33171,Enfermedades de vesícula biliar: Nivel 1,,
1003,1,51344,Otros diagnósticos pulmonares crónicos mayores: Nivel 4,,
831,1,50034,Hemiplejia adquirida: Nivel 4,,
742,1,51901,Estado de dispositivo cardiaco: Nivel 1,,
823,1,61823,"Historia de fractura de cadera, edad > 64 y otra enfermedad crónica: Nivel 3",,
351,1,62201,Otra enfermedad dominante crónica y neoplasia de próstata: Nivel 1,,
1013,1,53493,"Deformidades de pélvis, cadera y fémur: Nivel 3",,
166,1,10090,Diagnósticos catastróficos sin otra enfermedad significativa,,
276,1,86481,Neoplasia de páncreas: Nivel 1,,
451,1,86623,Neoplasia de mama: Nivel 3,,
522,1,90703,"Cuadriplejia, diplejia o hemiplejia congénita: Nivel 3",,
313,1,62612,Enfermedad dominante crónica y otra enfermedad crónica: Nivel 2,,
508,1,62821,Otra neoplasia no dominante y otra enfermedad crónica: Nivel 1,,
1076,1,1,Estado de salud sano,,
153,1,53913,Artritis reumatoide: Nivel 3,,
229,1,57822,Abuso de cocaina: Nivel 2,,
1064,1,57063,Infecciones crónicas excepto tuberculosis: Nivel 3,,
278,1,86633,Neoplasia de prostata: Nivel 3,,
150,1,10050,Diagnósticos ginecológicos mayores sin otra enfermedad significativa,,
205,1,30192,Diagnósticos neuromusculares crónicos y otros diagnósticos neurológicos: Menor Nivel 2,,
484,1,61813,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 3",,
655,1,70152,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 2,,
381,1,53452,Estenosis espinal: Nivel 2,,
419,1,86574,Neoplasia de colón: Nivel 4,,
662,1,70231,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 1,,
631,1,61304,Enfermedad cerebrovascular y diabetes: Nivel 4,,
811,1,50012,Diagnósticos neurológicos progresivos: Nivel 2,,
834,1,61101,EPOC e Insuficiencia cardiaca: Nivel 1,,
778,1,61411,Diabetes y otra enfermedad dominante crónica: Nivel 1,,
1033,1,56612,Neoplasia de proteinas plasmáticas: Nivel 2,,
533,1,61906,Otras dos enfermedades dominantes crónicas: Nivel 6,,
185,1,61601,Demencia y otra enfermedad dominante crónica: Nivel 1,,
808,1,56951,Neoplasia NOS/NEC: Nivel 1,,
337,1,31421,Otros diagnósticos pulmonares crónicos: Nivel 1,,
794,1,62502,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 2,,
162,1,56101,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 1,,
769,1,90604,Historia de trasplante orgánico mayor: Nivel 4,,
79,1,61234,EPOC y otra enfermedad moderada crónica: Nivel 4,,
717,1,61501,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 1,,
402,1,20820,"Diagnósticos cardiovasculares, pulmonares u otros diagnósticos vasculares con otra enfermedad significativa",,
376,1,61522,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 2,,
1004,1,51773,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 3,,
364,1,90203,Diálisis sin diabetes: Nivel 3,,
917,1,56063,Anemia de células falciformes: Nivel 3,,
338,1,54734,Insuficiencia renal crónica: Nivel 4,,
355,1,30781,Glaucoma: Nivel 1,,
634,1,61603,Demencia y otra enfermedad dominante crónica: Nivel 3,,
26,1,51862,Fibrilación auricular: Nivel 2,,
604,1,86542,Mieloma múltiple: Nivel 2,,
318,1,61232,EPOC y otra enfermedad moderada crónica: Nivel 2,,
89,1,61314,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 4,,
502,1,52412,Varices en piernas con úlceras o inflamación: Nivel 2,,
398,1,86523,Leucemia linfática crónica: Nivel 3,,
113,1,61442,Diabetes e hipertensión: Nivel 2,,
1022,1,54053,Diagnósticos significativos de piel y tejido subcutáneo: Nivel 3,,
151,1,61614,Demencia y otra enfermedad moderada crónica: Nivel 4,,
214,1,32441,Diagnósticos arteriales y venosos crónicos - menor: Nivel 1,,
283,1,86612,Neoplasia de proteinas plasmáticas: Nivel 2,,
494,1,51331,EPOC y bronquiectasias: Nivel 1,,
134,1,61435,Diabetes y otra enfermedad moderada crónica: Nivel 5,,
956,1,31951,Defectos del tabique auricular y ventricular: Nivel 1,,
326,1,91002,Distrofia muscular progresiva o atrofia espinal muscular: Nivel 2,,
312,1,50013,Diagnósticos neurológicos progresivos: Nivel 3,,
131,1,70313,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 3,,
621,1,62414,Asma y otra enfermedad moderada crónica: Nivel 4,,
425,1,57863,Abuso de drogas - Cannabis/NOS/NEC: Nivel 3,,
262,1,57492,Depresión y otras psicosis: Nivel 2,,
888,1,70416,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 6,,
889,1,61705,Esquizofrenia y otra enfermedad dominante crónica: Nivel 5,,
315,1,53501,Amputación y enfermedad ósea: Nivel 1,,
