cod_est_salud,Frequency.4,codes,spanish description,english description,comment
50112,1,333,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 2,,
34831,1,856,Infecciones recurrentes del tracto urinario: Nivel 1,,
55881,1,692,Retraso mental leve / moderado: Nivel 1,,
58201,1,1074,Quemaduras - Extrema: Nivel 1,,
61406,1,340,Diabetes y enfermedad coronaria avanzada: Nivel 6,,
33562,1,847,Dolor crónico: Nivel 2,,
50072,1,963,Parálisis cerebral NOS: Nivel 2,,
61421,1,640,Diabetes y asma: Nivel 1,,
70604,1,309,Tres o más enfermedades crónicas dominantes: Nivel 4,,
55891,1,1062,Retraso en el desarrollo NOS/NEC/Mixto: Nivel 1,,
62211,1,645,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 1,,
90804,1,344,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 4,,
61305,1,53,Enfermedad cerebrovascular y diabetes: Nivel 5,,
61444,1,81,Diabetes e hipertensión: Nivel 4,,
86483,1,221,Neoplasia de páncreas: Nivel 3,,
80011,1,192,Neoplasias dominantes primarias múltiples: Nivel 1,,
61304,1,631,Enfermedad cerebrovascular y diabetes: Nivel 4,,
51331,1,494,EPOC y bronquiectasias: Nivel 1,,
57851,1,466,Abuso de otras sustancias significativas: Nivel 1,,
70115,1,493,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 5,,
54413,1,877,Obesidad: Nivel 3,,
20720,1,488,Parto con complicaciones con otra enfermedad significativa,,
61411,1,778,Diabetes y otra enfermedad dominante crónica: Nivel 1,,
70505,1,1052,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 5,,
70135,1,564,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 5,,
70216,1,65,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 6,,
62903,1,154,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica: Nivel 3,,
61514,1,66,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 4,,
53433,1,1010,"Diagnósticos congénitos mayores de hueso, cartílago y músculo: Nivel 3",,
53101,1,975,Enfermedad hepática alcohólica: Nivel 1,,
62304,1,281,Otra enfermedad dominante crónica y otra neoplasia no dominante: Nivel 4,,
51381,1,112,Asma: Nivel 1,,
80022,1,463,Neoplasias no dominantes primarias múltiples: Nivel 2,,
61161,1,42,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 1,,
51343,1,211,Otros diagnósticos pulmonares crónicos mayores: Nivel 3,,
70013,1,98,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 3,,
70022,1,468,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 2,,
70136,1,314,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 6,,
90201,1,347,Diálisis sin diabetes: Nivel 1,,
61313,1,31,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 3,,
70301,1,710,EPOC - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 1,,
70205,1,350,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 5,,
56531,1,876,Leucemia no linfática crónica: Nivel 1,,
10100,1,664,Diagnósticos de neoplasia sin otra enfermedad significativa,,
90903,1,819,Espina bífida: Nivel 3,,
33171,1,322,Enfermedades de vesícula biliar: Nivel 1,,
62913,1,394,Asma y otra enfermedad crónica: Nivel 3,,
53142,1,716,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 2,,
86462,1,277,Neoplasias de cerebro y SNC: Nivel 2,,
62613,1,267,Enfermedad dominante crónica y otra enfermedad crónica: Nivel 3,,
62901,1,729,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica: Nivel 1,,
50014,1,758,Diagnósticos neurológicos progresivos: Nivel 4,,
86492,1,585,Neoplasia renal: Nivel 2,,
50024,1,992,Diagnósticos extrapiramidales: Nivel 4,,
50022,1,80,Diagnósticos extrapiramidales: Nivel 2,,
54422,1,524,"Diagnósticos endocrinos, nutricionales, hidroelectrolíticos e inmunes crónicos - Moderado: Nivel 2",,
86544,1,519,Mieloma múltiple: Nivel 4,,
53483,1,946,Anomalía o curvatura de columna: Nivel 3,,
86534,1,875,Leucemia no linfática crónica: Nivel 4,,
56103,1,247,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 3,,
54773,1,953,Nefritis: Nivel 3,,
52704,1,1058,Diagnósticos gastrointestinales crónicos - moderado: Nivel 4,,
90904,1,950,Espina bífida: Nivel 4,,
86491,1,654,Neoplasia renal: Nivel 1,,
70201,1,475,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 1,,
61141,1,656,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 1,,
53542,1,50,Osteoporosis: Nivel 2,,
62812,1,139,Neoplasia de próstata y otra enfermedad crónica: Nivel 2,,
62104,1,288,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 4,,
62402,1,298,Otra enfermedad dominante crónica y asma: Nivel 2,,
62112,1,41,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 2,,
32742,1,497,Diagnósticos gastrointestinales crónicos - menor: Nivel 2,,
70406,1,1066,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 6,,
70601,1,263,Tres o más enfermedades crónicas dominantes: Nivel 1,,
61701,1,255,Esquizofrenia y otra enfermedad dominante crónica: Nivel 1,,
90902,1,473,Espina bífida: Nivel 2,,
51773,1,1004,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 3,,
10130,1,330,Diagnósticos de enfermedad mental mayor o abuso de drogas sin otra enfermedad significativa,,
62415,1,1044,Asma y otra enfermedad moderada crónica: Nivel 5,,
86413,1,239,Neoplasias secundarias: Nivel 3,,
61003,1,186,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 3,,
62611,1,707,Enfermedad dominante crónica y otra enfermedad crónica: Nivel 1,,
62002,1,684,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 2,,
61153,1,787,Insuficiencia cardiaca y demencia: Nivel 3,,
80012,1,482,Neoplasias dominantes primarias múltiples: Nivel 2,,
54054,1,980,Diagnósticos significativos de piel y tejido subcutáneo: Nivel 4,,
53481,1,780,Anomalía o curvatura de columna: Nivel 1,,
61146,1,750,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 6,,
51822,1,126,Historia de Infarto Agudo de Miocardio: Nivel 2,,
56612,1,1033,Neoplasia de proteinas plasmáticas: Nivel 2,,
50753,1,671,"Ceguera, pérdida de visión y diagnósticos oculares crónicos -Mayor/moderado: Nivel 3",,
51201,1,1068,Labio leporino y paladar hendido: Nivel 1,,
61151,1,747,Insuficiencia cardiaca y demencia: Nivel 1,,
50114,1,939,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 4,,
62302,1,317,Otra enfermedad dominante crónica y otra neoplasia no dominante: Nivel 2,,
61202,1,29,EPOC y diabetes: Nivel 2,,
62705,1,60,Otras dos enfermedades crónicas moderadas: Nivel 5,,
61821,1,1043,"Historia de fractura de cadera, edad > 64 y otra enfermedad crónica: Nivel 1",,
31411,1,689,Bronquitis crónica: Nivel 1,,
70506,1,1053,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 6,,
53532,1,739,Sustitución de articulación: Nivel 2,,
61802,1,782,"Historia de fractura de cadera, edad > 64 y otra enfermedad dominante crónica: Nivel 2",,
86522,1,859,Leucemia linfática crónica: Nivel 2,,
9,1,1084,Necesidades sanitarias elevadas,,
20790,1,970,Diagnósticos catastróficos con otra enfermedad significativa,,
61615,1,439,Demencia y otra enfermedad moderada crónica: Nivel 5,,
70111,1,438,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 1,,
51912,1,244,Arterioesclerosis coronaria: Nivel 2,,
80013,1,218,Neoplasias dominantes primarias múltiples: Nivel 3,,
70121,1,179,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 1,,
56521,1,841,Leucemia linfática crónica: Nivel 1,,
61213,1,705,EPOC y enfermedad coronaria avanzada: Nivel 3,,
70222,1,111,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 2,,
61446,1,160,Diabetes e hipertensión: Nivel 6,,
61132,1,382,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 2,,
86642,1,489,Neoplasia genitourinaria: Nivel 2,,
50073,1,800,Parálisis cerebral NOS: Nivel 3,,
57483,1,837,"Trastornos de la conducta, del control de los impulsos y del comportamiento: Nivel 3",,
61166,1,48,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 6,,
90301,1,632,Enfermedad HIV: Nivel 1,,
33582,1,562,Diagnósticos articulares y musculoesqueléticos crónicos - menor: Nivel 2,,
86543,1,440,Mieloma múltiple: Nivel 3,,
30192,1,205,Diagnósticos neuromusculares crónicos y otros diagnósticos neurológicos: Menor Nivel 2,,
52382,1,724,Enfermedad vascular periférica: Nivel 2,,
62425,1,1045,Asma e hipertensión: Nivel 5,,
1,1,1076,Estado de salud sano,,
70101,1,412,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 1,,
61006,1,167,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 6,,
61135,1,336,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 5,,
52664,1,422,Enfermedad inflamatoria intestinal: Nivel 4,,
61414,1,569,Diabetes y otra enfermedad dominante crónica: Nivel 4,,
61611,1,8,Demencia y otra enfermedad moderada crónica: Nivel 1,,
52383,1,612,Enfermedad vascular periférica: Nivel 3,,
62006,1,830,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 6,,
54793,1,913,Diagnósticos genitourinarios crónicos: Nivel 3,,
80023,1,665,Neoplasias no dominantes primarias múltiples: Nivel 3,,
62422,1,47,Asma e hipertensión: Nivel 2,,
50103,1,995,Hidrocefalia y otras anomalías cerebrales: Nivel 3,,
70236,1,646,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 6,,
70124,1,18,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 4,,
86602,1,605,Linfoma de Hodgkin: Nivel 2,,
61601,1,185,Demencia y otra enfermedad dominante crónica: Nivel 1,,
10050,1,150,Diagnósticos ginecológicos mayores sin otra enfermedad significativa,,
56101,1,162,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 1,,
51383,1,611,Asma: Nivel 3,,
32741,1,100,Diagnósticos gastrointestinales crónicos - menor: Nivel 1,,
62604,1,56,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 4,,
51322,1,1000,Anomalías respiratorias mayores: Nivel 2,,
50053,1,993,Diagnósticos neurodegenerativos excepto esclerosis múltiple y Parkinson: Nivel 3,,
53544,1,212,Osteoporosis: Nivel 4,,
86513,1,437,Neoplasia de aparato digestivo: Nivel 3,,
70701,1,558,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 1,,
33561,1,870,Dolor crónico: Nivel 1,,
51811,1,385,Enfermedades valvulares: Nivel 1,,
86571,1,698,Neoplasia de colón: Nivel 1,,
33572,1,746,Ostroartritis: Nivel 2,,
61241,1,279,EPOC e hipertensión: Nivel 1,,
61622,1,517,Demencia y otra enfermedad crónica: Nivel 2,,
56541,1,514,Mieloma múltiple: Nivel 1,,
61133,1,421,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 3,,
53904,1,1017,Enfermedades del tejido conectivo y vasculitis: Nivel 4,,
62706,1,542,Otras dos enfermedades crónicas moderadas: Nivel 6,,
61515,1,110,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 5,,
61113,1,719,Insuficiencia cardiaca y diabetes: Nivel 3,,
61524,1,57,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 4,,
57071,1,872,Tuberculosis secundaria: Nivel 1,,
53944,1,1019,Espondiloartropatía y otras artropatías inflamatorias: Nivel 4,,
90503,1,738,Dependencia de ventilación mecánica: Nivel 3,,
61215,1,479,EPOC y enfermedad coronaria avanzada: Nivel 5,,
51883,1,907,Historia de by-pass coronario: Nivel 3,,
61803,1,265,"Historia de fractura de cadera, edad > 64 y otra enfermedad dominante crónica: Nivel 3",,
61522,1,376,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 2,,
90404,1,268,Nutrición parenteral total: Nivel 4,,
70311,1,284,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 1,,
61245,1,431,EPOC e hipertensión: Nivel 5,,
54784,1,960,Anomalías de riñón o tracto urinario: Nivel 4,,
53503,1,653,Amputación y enfermedad ósea: Nivel 3,,
53942,1,680,Espondiloartropatía y otras artropatías inflamatorias: Nivel 2,,
61502,1,560,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 2,,
90704,1,257,"Cuadriplejia, diplejia o hemiplejia congénita: Nivel 4",,
50744,1,998,Degeneración macular: Nivel 4,,
36982,1,554,Neoplasias de comportamiento incierto: Nivel 2,,
86464,1,948,Neoplasias de cerebro y SNC: Nivel 4,,
61105,1,409,EPOC e Insuficiencia cardiaca: Nivel 5,,
51803,1,584,Otros diagnósticos cardiovasculares - mayor: Nivel 3,,
61001,1,530,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 1,,
70211,1,383,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 1,,
61723,1,429,Esquizofrenia y otra enfermedad crónica: Nivel 3,,
86563,1,838,Leucemia no linfática aguda: Nivel 3,,
70143,1,873,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 3,,
70703,1,280,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 3,,
53901,1,36,Enfermedades del tejido conectivo y vasculitis: Nivel 1,,
61152,1,290,Insuficiencia cardiaca y demencia: Nivel 2,,
54732,1,695,Insuficiencia renal crónica: Nivel 2,,
86612,1,283,Neoplasia de proteinas plasmáticas: Nivel 2,,
62114,1,893,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 4,,
56641,1,744,Neoplasia genitourinaria: Nivel 1,,
70504,1,894,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 4,,
70204,1,70,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 4,,
10120,1,532,"Diagnósticos cardiovasculares, pulmonares u otros diagnósticos vasculares sin otra enfermedad significativa",,
51921,1,35,Hipertensión: Nivel 1,,
61114,1,785,Insuficiencia cardiaca y diabetes: Nivel 4,,
70146,1,546,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 6,,
62405,1,938,Otra enfermedad dominante crónica y asma: Nivel 5,,
62001,1,708,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 1,,
20850,1,537,"Diagnósticos gastrointestinales, hepáticos, renales o de hernia significativos con otra enfermedad significativa",,
52413,1,1008,Varices en piernas con úlceras o inflamación: Nivel 3,,
62311,1,356,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 1,,
70161,1,921,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 1,,
20100,1,10,Dos o más enfermedades agudas significativas de diferentes CDMs excluyendo ORL,,
51323,1,1001,Anomalías respiratorias mayores: Nivel 3,,
53452,1,381,Estenosis espinal: Nivel 2,,
61402,1,85,Diabetes y enfermedad coronaria avanzada: Nivel 2,,
70203,1,456,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 3,,
70011,1,272,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 1,,
52384,1,853,Enfermedad vascular periférica: Nivel 4,,
70715,1,597,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 5,,
62314,1,581,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 4,,
70415,1,1051,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 5,,
86653,1,521,Linfoma no Hodgkin: Nivel 3,,
51341,1,417,Otros diagnósticos pulmonares crónicos mayores: Nivel 1,,
62424,1,936,Asma e hipertensión: Nivel 4,,
31002,1,816,Pérdida de audición crónica: Nivel 2,,
70704,1,237,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 4,,
34462,1,505,Enfermedad tiroidea crónica: Nivel 2,,
70603,1,576,Tres o más enfermedades crónicas dominantes: Nivel 3,,
31951,1,956,Defectos del tabique auricular y ventricular: Nivel 1,,
51781,1,826,Otros diagnósticos cardiacos congénitos mayores excepto valvulares: Nivel 1,,
61506,1,232,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 6,,
62103,1,607,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 3,,
56582,1,324,Otras neoplasias: Nivel 2,,
56651,1,535,Linfoma no Hodgkin: Nivel 1,,
62802,1,666,Neoplasia de mama y otra enfermedad crónica: Nivel 2,,
90104,1,231,Diálisis con diabetes: Nivel 4,,
57062,1,903,Infecciones crónicas excepto tuberculosis: Nivel 2,,
56062,1,973,Anemia de células falciformes: Nivel 2,,
86604,1,985,Linfoma de Hodgkin: Nivel 4,,
90803,1,158,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 3,,
62203,1,685,Otra enfermedad dominante crónica y neoplasia de próstata: Nivel 3,,
33172,1,912,Enfermedades de vesícula biliar: Nivel 2,,
51792,1,469,Insuficiencia cardiaca: Nivel 2,,
54394,1,1060,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 4,,
35571,1,234,"Prematuridad, peso al nacer inferior a 1000 g: Nivel 1",,
61116,1,256,Insuficiencia cardiaca y diabetes: Nivel 6,,
51384,1,909,Asma: Nivel 4,,
55882,1,661,Retraso mental leve / moderado: Nivel 2,,
62911,1,209,Asma y otra enfermedad crónica: Nivel 1,,
53533,1,890,Sustitución de articulación: Nivel 3,,
86541,1,397,Mieloma múltiple: Nivel 1,,
30182,1,752,Migraña: Nivel 2,,
51923,1,571,Hipertensión: Nivel 3,,
53912,1,187,Artritis reumatoide: Nivel 2,,
57512,1,202,Diagnósticos de salud mental crónicos - Moderado: Nivel 2,,
10000,1,1,Estado sano,,
61606,1,840,Demencia y otra enfermedad dominante crónica: Nivel 6,,
10110,1,348,Diagnósticos neurológicos significativos sin otra enfermedad significativa,,
61511,1,757,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 1,,
86633,1,278,Neoplasia de prostata: Nivel 3,,
30802,1,886,Diagnósticos oculares crónicos - menor: Nivel 2,,
54741,1,595,Estado de trasplante renal: Nivel 1,,
62012,1,82,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 2,,
86461,1,814,Neoplasias de cerebro y SNC: Nivel 1,,
31011,1,638,Otros diagnósticos crónicos de ORL: Nivel 1,,
56532,1,1032,Leucemia no linfática crónica: Nivel 2,,
54774,1,904,Nefritis: Nivel 4,,
86553,1,878,Leucemia linfática aguda: Nivel 3,,
70412,1,138,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 2,,
61613,1,67,Demencia y otra enfermedad moderada crónica: Nivel 3,,
61102,1,629,EPOC e Insuficiencia cardiaca: Nivel 2,,
31962,1,937,Diagnósticos cardiovasculares crónicos - menor: Nivel 2,,
51823,1,749,Historia de Infarto Agudo de Miocardio: Nivel 3,,
91002,1,326,Distrofia muscular progresiva o atrofia espinal muscular: Nivel 2,,
61221,1,40,EPOC y otra enfermedad dominante crónica: Nivel 1,,
53111,1,189,Enfermedad hepática mayor excepto alcohólica: Nivel 1,,
51901,1,742,Estado de dispositivo cardiaco: Nivel 1,,
61415,1,712,Diabetes y otra enfermedad dominante crónica: Nivel 5,,
61214,1,676,EPOC y enfermedad coronaria avanzada: Nivel 4,,
34451,1,75,Hiperlipidemia: Nivel 1,,
55892,1,1071,Retraso en el desarrollo NOS/NEC/Mixto: Nivel 2,,
55842,1,968,Retraso mental severo / profundo: Nivel 2,,
90204,1,181,Diálisis sin diabetes: Nivel 4,,
90502,1,416,Dependencia de ventilación mecánica: Nivel 2,,
86542,1,604,Mieloma múltiple: Nivel 2,,
61225,1,485,EPOC y otra enfermedad dominante crónica: Nivel 5,,
70411,1,52,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 1,,
51824,1,426,Historia de Infarto Agudo de Miocardio: Nivel 4,,
61164,1,108,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 4,,
70315,1,659,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 5,,
62113,1,513,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 3,,
51861,1,168,Fibrilación auricular: Nivel 1,,
30171,1,436,Anomalías de la marcha: Nivel 1,,
62312,1,323,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 2,,
86644,1,210,Neoplasia genitourinaria: Nivel 4,,
37571,1,642,Stress crónico y diagnósticos de ansiedad: Nivel 1,,
70202,1,71,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 2,,
56951,1,808,Neoplasia NOS/NEC: Nivel 1,,
54044,1,1021,Úlcera cutánea crónica: Nivel 4,,
54731,1,781,Insuficiencia renal crónica: Nivel 1,,
61422,1,86,Diabetes y asma: Nivel 2,,
20770,1,170,Recién nacido con otra enfermedad significativa,,
70122,1,643,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 2,,
53911,1,784,Artritis reumatoide: Nivel 1,,
50751,1,145,"Ceguera, pérdida de visión y diagnósticos oculares crónicos -Mayor/moderado: Nivel 1",,
86623,1,451,Neoplasia de mama: Nivel 3,,
51894,1,929,Historia de ACTP: Nivel 4,,
61322,1,21,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 2,,
70235,1,393,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 5,,
50123,1,863,Historia de accidente isquémico transitorio: Nivel 3,,
52374,1,1007,Enfermedades arteriales y venosas crónicas - mayor: Nivel 4,,
53102,1,233,Enfermedad hepática alcohólica: Nivel 2,,
54772,1,600,Nefritis: Nivel 2,,
10150,1,793,"Diagnósticos gastrointestinales, hepáticos, renales o de hernia significativos sin otra enfermedad significativa",,
