sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,mappingStatus,conceptId,comment
30030901490000002000,RM Congenital Heart Disease complex unenhanced AND CONTRAST,1,,"RM DE CARDIOPATIAS CONGENITAS COMPLEJAS, SIN CONTRASTE Y CON CONTRASTE",0.46808433532714844,UNCHECKED,21492117,
30030901451929402000,"ARTRO RM, ANKLE RIGHT / LEFT WITHOUT CONTRAST AND CONTRAST",1,,"ARTRO RM, TOBILLO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",0.4813007116317749,UNCHECKED,3049899,
ANT000070,CIPROFLOXACIN,1,,CIPROFLOXACINO,0.8726130127906799,UNCHECKED,3033890,
CCD00353T,CYSTINE% (KIDNEY),1,,CISTINA % (CÁLCULOS RENALES),0.3186332583427429,UNCHECKED,3050272,
3.00302E+19,"Arthrography, KNEE BOTH",1,,"ARTROGRAFIA, RODILLA AMBAS",0.6120471358299255,UNCHECKED,3049946,
300113020000K0001074,CALCIUM IN 24 HOURS,1,,CALCIO EN 24 HORAS,0.7527881264686584,UNCHECKED,3032345,
ANT000061,Ceftazidime (2),1,,CEFTAZIDIMA (2),0.672049343585968,UNCHECKED,3019233,
300113120200U0000925,MICROSCOPIC MACRO STUDY AND STOOL,1,,ESTUDIO MACRO Y MICROSCÓPICO DE HECES,0.5001997947692871,UNCHECKED,3012123,
121209462,AC. Borrelia BURGDOFERRI IGM ANTI WB METHOD,1,,AC. ANTI-BORRELIA BURGDOFERRI IGM METODO WB,0.5722095966339111,UNCHECKED,4047093,
300113070100N0000788,BENZODIAZEPINES BLOOD,1,,BENZODIACEPINAS SANGRE,0.7657504081726074,UNCHECKED,3031951,
121201040,CONSIDERATION WITH KOH,1,,EXAMEN CON KOH,0.2947668433189392,UNCHECKED,40767874,
300113030210N0000469,SPECIFIC IGE SCOOTER CABRO (COCKCHAFER),1,,IGE ESPECIFICA  VESPA CABRO(ABEJORRO),0.28272634744644165,UNCHECKED,4190996,
30030600861623902000,"TC OSTEOARTICULAR, SHOULDER RIGHT / LEFT WITHOUT CONTRAST AND CONTRAST",1,,"TC OSTEOARTICULAR , HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE Y CON CONTRASTE",0.44334107637405396,UNCHECKED,3051432,
300114029900N0000048,D Dimer Fibrin,1,,DIMERO D DE LA FIBRINA,0.6293022632598877,UNCHECKED,4208541,
300113030100N0000108,LAMBDA LIGHT CHAIN ​​BLOOD,1,,CADENA LIGERA LAMBDA SANGRE,0.5311034917831421,UNCHECKED,4136577,
121208063,AC. ANTI-IGM Treponema pallidum EIA method,1,,AC. ANTI-TREPONEMA PALLIDUM IGM METODO EIA,0.5174537301063538,UNCHECKED,4201170,
300113040000N0000661,PRO-INSULIN,1,,PRO-INSULINA,0.7704035639762878,UNCHECKED,4246840,
300113110000N0000886,ALKALINE PHOSPHATASE FRAC.PLACENTARIA,1,,FOSFATASA ALCALINA FRAC.PLACENTARIA,0.5917919874191284,UNCHECKED,40765630,
3.00302E+19,Pyelogram BY nephrostomy,1,,PIELOGRAFIA POR NEFROSTOMIA,0.4055888056755066,UNCHECKED,21491173,
3.00301E+19,"Bone Densitometry, OTHER AREAS ANATOMICAS",1,,"DENSITOMETRIA OSEA, OTRAS ZONAS ANATOMICAS",0.31969037652015686,UNCHECKED,21492121,
30030901551421102000,"RM STAGING, PROSTATE, unenhanced AND CONTRAST",1,,"RM ESTADIAJE, PROSTATA, SIN CONTRASTE Y CON CONTRASTE",0.2886120080947876,UNCHECKED,3047951,
121205012,Hookworms (3),1,,PARASITOS INTESTINALES (3),0.354716420173645,UNCHECKED,4214335,
121209442,AC. ANTI-RICKETTSIA conorii IFI METHOD,1,,AC. ANTI-RICKETTSIA CONORII METODO IFI,0.4798671007156372,UNCHECKED,4182843,
ANT000110,Isoniazid,1,,ISONIAZIDA,0.792684018611908,UNCHECKED,3017346,
3.00318E+19,THERAPEUTIC INYECCION intraosseous,1,,INYECCION TERAPEUTICA INTRAOSEA,0.3418552875518799,UNCHECKED,3037730,
CCD00355N,Transferrin U.I.B.C (blood),1,,TRANSFERRINA:U.I.B.C (EN SANGRE),0.3624134659767151,UNCHECKED,42529379,
300113050000N0000698,AC ANTI BETA 2 GLYCOPROTEIN,1,,AC ANTI BETA 2 GLICOPROTEINA,0.7146636843681335,UNCHECKED,4212820,
30030100031927706000,"SKELETON PERIFERICO RX, FINGERS FOOT RIGHT / LEFT, AP and LAT",1,,"RX ESQUELETO PERIFERICO, DEDOS PIE DERECHO/IZQUIERDO, AP Y LAT",0.35424497723579407,UNCHECKED,3048697,
300113120600D0001318,FOSFORO DIALYSIS FLUID,1,,FOSFORO LÍQUIDO DIÁLISIS,0.6052997708320618,UNCHECKED,3041816,
300113030204N0000346,SPECIFIC IGE butternut,1,,IGE ESPECIFICA  NUEZ  DE NOGAL,0.4541281759738922,UNCHECKED,4190015,
300113090000N0000857,HLA-B5,1,,HLA-B5,0.7487639784812927,UNCHECKED,3011250,
CCD00250K,TOTAL PROTEIN RATIO / Creatinine (IN URINE),1,,COCIENTE PROTEÍNAS TOTALES/CREATININA (EN ORINA),0.41963598132133484,UNCHECKED,4131375,
30030100031929005000,"RX SKELETON PERIFERICO, ROTULA RIGHT / LEFT AND AXIAL AP",1,,"RX ESQUELETO PERIFERICO, ROTULA DERECHA/IZQUIERDA, AP Y AXIAL",0.25176680088043213,UNCHECKED,40767447,
30030901441623201000,"RM OSTEOARTICULAR, ELBOW RIGHT / LEFT WITHOUT CONTRAST",1,,"RM OSTEOARTICULAR , CODO DERECHO/IZQUIERDO, SIN CONTRASTE",0.43619272112846375,UNCHECKED,3047543,
30030600861623901000,"TC OSTEOARTICULAR, SHOULDER RIGHT / LEFT WITHOUT CONTRAST",1,,"TC OSTEOARTICULAR , HOMBRO DERECHO/IZQUIERDO, SIN CONTRASTE",0.4499785602092743,UNCHECKED,3047649,
300113050000N0000703,AC ANTI IgG CARDIOLIPIN,1,,AC ANTI CARDIOLIPINA IgG,0.7138103246688843,UNCHECKED,40758575,
CCD00314U,STARCH (feces),1,,ALMIDÓN (EN HECES),0.4509981572628021,UNCHECKED,4092940,
3.00301E+19,TOMOGRAPHY,1,,TOMOGRAFIA,0.6902320384979248,UNCHECKED,3050292,
CCD00213N,FT4 (blood),1,,T4 LIBRE (EN SANGRE),0.5535843968391418,UNCHECKED,4219024,
3.00318E+19,DRAINAGE COLLECTIONS,1,,DRENAJE COLECCIONES,0.4767991602420807,UNCHECKED,21492828,
30030600931217201000,"TC VASCULAR, mesenteric artery, unenhanced",1,,"TC VASCULAR , ARTERIA MESENTERICA, SIN CONTRASTE",0.3836224675178528,UNCHECKED,40771913,
CCD00094N,Anionic SPACE (blood),1,,ESPACIO ANIONICO (EN SANGRE),0.41315290331840515,UNCHECKED,4353845,
30030100040404310000,"RX RAQUIS, CERVICAL SPINE, AP, LAT and Skew",1,,"RX RAQUIS, RAQUIS CERVICAL, AP, LAT Y OBLICUA",0.35350218415260315,UNCHECKED,42869394,
300113030100K0001194,GLICINA URINE,1,,GLICINA ORINA,0.32150307297706604,UNCHECKED,3015736,
CCD00224I,Viability (% ALIVE) (seminal fluid),1,,VIABILIDAD (% VIVOS)  (EN LIQUIDO SEMINAL),0.32523399591445923,UNCHECKED,4191131,
ANT000145,TETRACYCLINE,1,,TETRACICLINA,0.8523885607719421,UNCHECKED,3007948,
MUE000290,NAIL,1,,UÑAS,0.5756902694702148,UNCHECKED,4303592,
121205040,"PARASITES: macroscopic study (helminths, arthropods)",1,,"PARÁSITOS: ESTUDIO MACROSCÓPICO (HELMINTOS, ARTRÓPODOS)",0.34847983717918396,UNCHECKED,4213164,
300113040000K0000684,TOTAL CATECHOLAMINES,1,,CATECOLAMINAS TOTALES,0.6904035806655884,UNCHECKED,4018186,
121206113,Genotype Hepatitis C virus LIPA METHOD,1,,GENOTIPO VIRUS DE LA HEPATITIS C METODO LIPA,0.7434371709823608,UNCHECKED,4262164,
30030601001115301000,"MYELOGRAPHY, lumbar spine, unenhanced",1,,"MIELOGRAFIA , MEDULA LUMBAR, SIN CONTRASTE",0.6145723462104797,UNCHECKED,36303540,
3.00303E+19,BILATERAL galactography,1,,GALACTOGRAFIA BILATERAL,0.4287126958370209,UNCHECKED,40768569,
300113030403N0001664,IGE RECOMBINANT Can f2 (Dog),1,,IGE RECOMBINANTE Can f2 (Perro),0.32078078389167786,UNCHECKED,21494773,
300113121400X0001422,FORMULA BIOLOGICAL LIQUIDS LEUKOCYTE S.E,1,,FORMULA LEUCOCITARIA LÍQUIDOS BIOLÓGICOS S.E,0.36863285303115845,UNCHECKED,44787070,
30030901460707602000,"RM TORACICA, CHEST WALL (costal / breastbone), unenhanced AND CONTRAST",1,,"RM TORACICA, PARED TORACICA (COSTAL/ESTERNON), SIN CONTRASTE Y CON CONTRASTE",0.2518017888069153,UNCHECKED,36304596,
300113010000N0000015,TOTAL CAPACITY OF IRON FIXING,96,,CAPACIDAD TOTAL DE FIJACION DEL HIERRO,0.5620837211608887,UNCHECKED,4235028,
300114080200N0000201,Cytogenetics lymphoproliferative syndrome,1,,CITOGENÉTICA DE SÍNDROME LINFOPROLIFERATIVO,0.4394732713699341,UNCHECKED,4314109,
121812460,TSH WITH EXTRACTION,1,,TSH CON EXTRACCION,0.3167492747306824,UNCHECKED,3042834,
300113120600D0001321,BICARBONATE DIALYSIS FLUID,1,,BICARBONATO LÍQUIDO DIÁLISIS,0.6820310354232788,UNCHECKED,3011716,
300113050000N0000699,AC IgG BETA 2 GLYCOPROTEIN,1,,AC IGG ANTI BETA 2 GLICOPROTEINA,0.6751312017440796,UNCHECKED,4212820,
300113030203N0000248,SPECIFIC IGE RATON,1,,IGE ESPECIFICA  RATON,0.5248806476593018,UNCHECKED,4309906,
300114080300N0000207,F.I.S.H. FOR SYNDROME myeloproliferative,1,,F.I.S.H. PARA SÍNDROME MIELOPROLIFERATIVO,0.23932313919067383,UNCHECKED,45770189,
300113030216N0000605,SPECIFIC IGE SALSOLA,1,,IGE ESPECIFICA  SALSOLA,0.6213620901107788,UNCHECKED,4213411,
CCD00559K,Noradrenaline in urine of 24 H.,1,,NORADRENALINA EN ORINA DE 24 H.,0.5398059487342834,UNCHECKED,4150617,
CCD00329K,Epithelial cell desquamation (IN URINE),1,,CÉLULAS EPITELIALES DE DESCAMACIÓN (EN ORINA),0.4822194278240204,UNCHECKED,4215717,
CCD00236K,LEUCOCYTES QUANTIFIED cytometric (IN URINE),96,,LEUCOCITOS CUANTIFICADOS POR CITOMETRIA (EN ORINA),0.3227878212928772,UNCHECKED,40763886,
121209230,AC. ANTI-RESPIRATORY SYNCYTIAL VIRUS EIA method,1,,AC. ANTI-VIRUS RESPIRATORIO SINCITIAL METODO EIA,0.5817353129386902,UNCHECKED,4201161,
MUE000196,Abscess UNSPECIFIED,1,,ABSCESO SIN ESPECIFICAR,0.6477445960044861,UNCHECKED,3040397,
3.00304E+19,"ULTRASOUND ORGAN / SOFT TISSUE, NECK",1,,"ECOGRAFIA ORGANOS/PARTES BLANDAS, CUELLO",0.4650583267211914,UNCHECKED,21493932,
300113030207N0000426,SPECIFIC IGE OCTOPUS,1,,IGE ESPECIFICA  PULPO,0.6853950619697571,UNCHECKED,4303697,
30030600860706902000,"TC OSTEOARTICULAR, ARTICULACION sternoclavicular BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , ARTICULACION ESTERNO-CLAVICULAR AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.4295586049556732,UNCHECKED,3052419,
300113120200U0001215,Fecal fat (qualitative),1,,GRASAS EN HECES (CUALITATIVO),0.36510851979255676,UNCHECKED,4075886,
300113120200U0000927,HEPTACARBOXIL PORPHYRINS STOOL,1,,HEPTACARBOXIL PORFIRINAS HECES,0.5884256958961487,UNCHECKED,3045513,
300114010200N0000265,DIRECT COOMBS,1,,COOMBS DIRECTO,0.8879120945930481,UNCHECKED,4299254,
300113030100N0000142,Immunoglobulin G4,1,,INMUNOGLOBULINA G4,0.708143949508667,UNCHECKED,4353854,
300113030100N0000159,Transferrin saturation capacity TOTAL,96,,TRANSFERRINA:CAPACIDAD TOTAL DE SATURACIÓN,0.7598047852516174,UNCHECKED,4306252,
30030601010000001000,"DISCOGRAFIA, unenhanced",1,,"DISCOGRAFIA , SIN CONTRASTE",0.3351724147796631,UNCHECKED,46236271,
30030601030000002000,"CARDIAC TC, unenhanced AND CONTRAST",1,,"TC CARDIACO , SIN CONTRASTE Y CON CONTRASTE",0.2425905168056488,UNCHECKED,21491687,
CCD00560K,Dopamine URINE 24 H.,1,,DOPAMINA EN ORINA DE 24 H.,0.4750295877456665,UNCHECKED,4148297,
CCD00062K,COCIENTE AVM / AHV (IN URINE),1,,COCIENTE AVM/AHV (EN ORINA),0.3140786588191986,UNCHECKED,3038579,
30030600861927801000,TC OSTEOARTICULAR Femur BOTH unenhanced,1,,"TC OSTEOARTICULAR , FEMUR AMBOS, SIN CONTRASTE",0.35697314143180847,UNCHECKED,40765632,
300113080100N0000836,CEA (AG CARCINOEMBRYONIC),92,,CEA (AG CARCINOEMBRIONARIO),0.6231977939605713,UNCHECKED,45763884,
300113050000N0001558,ANTI AC Carbonic Anhydrase (I / II),1,,AC ANTI ANHIDRASA CARBONICA (I/II),0.3121803402900696,UNCHECKED,21495068,
300113030204N0000338,SPECIFIC IGE MELON,1,,IGE ESPECIFICA  MELON,0.6531978249549866,UNCHECKED,4309902,
300113050000N0000700,AC IGM ANTI BETA 2 GLYCOPROTEIN,1,,AC IGM ANTI BETA 2 GLICOPROTEINA,0.6396090388298035,UNCHECKED,3043181,
300113030100K0001204,Tyrosine URINE,1,,TIROSINA ORINA,0.7360389828681946,UNCHECKED,3008249,
300113070100N0001615,MICOFENALATO MOFETIL,1,,MICOFENALATO MOFETILO,0.23550499975681305,UNCHECKED,3004921,
CCD00330K,TRANSITION epithelial cells (IN URINE),1,,CÉLULAS EPITELIALES DE TRANSICIÓN (EN ORINA),0.5713611841201782,UNCHECKED,36303790,
30030600861624802000,"TC OSTEOARTICULAR, BOTH WRIST, unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , MUÑECA AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.31452566385269165,UNCHECKED,3052434,
300113040000K0000679,Homovanillic acid (4-hydroxy-3-methoxyphenyl-ACETATE),1,,ÁCIDO HOMOVANÍLICO (4-HIDROXI-3-METOXIFENIL-ACETATO),0.5508744120597839,UNCHECKED,21491061,
121209324,AC. ANTI-HTLV EIA method IGG,1,,AC. ANTI-HTLV METODO EIA  IGG,0.3951585590839386,UNCHECKED,3012981,
CCD00119N,GH 60 MIN (blood),1,,GH 60 MIN (EN SANGRE),0.39144593477249146,UNCHECKED,4353845,
3.00305E+19,"DOPPLER VEIN, SUPERIOR BOTH MEMBER",1,,"DOPPLER VENOSO , MIEMBRO SUPERIOR AMBOS",0.3824039697647095,UNCHECKED,3043864,
300113030204N0000382,SPECIFIC IGE CARROT,1,,IGE ESPECIFICA  ZANAHORIA,0.6519117951393127,UNCHECKED,4189889,
CCD00234K,CILINDROS QUANTIFIED cytometric (IN URINE),92,,CILINDROS CUANTIFICADOS POR CITOMETRIA (EN ORINA),0.30694112181663513,UNCHECKED,3035004,
121208030,AC. ANTI-TPHA Treponema pallidum HMG METHOD,1,,AC. ANTI-TREPONEMA PALLIDUM TPHA METODO HMG,0.4884421229362488,UNCHECKED,4151409,
300113040000N0000665,THYROGLOBULIN,1,,TIROGLOBULINA,0.7938222885131836,UNCHECKED,4219426,
3.00316E+19,CHANGE central venous catheter,1,,CAMBIO CATETER VENOSO CENTRAL,0.4979782998561859,UNCHECKED,4323687,
300113121200J0001021,COMPLEMENT C3 IN seminal fluid,1,,COMPLEMENTO C3 EN LIQUIDO SEMINAL,0.5885342359542847,UNCHECKED,3043323,
121203012,IDENTIFICATION BACTERIA (3),1,,IDENTIFICACION DE BACTERIAS (3),0.5477264523506165,UNCHECKED,4040198,
121214490,AC. HTLV II (EIA),1,,AC. VIRUS HTLV II (EIA),0.44593435525894165,UNCHECKED,3015830,
30030901440100302000,"RM OSTEOARTICULAR, ARTICULACION temporomandibular (TMJ) OPEN-CLOSED, SIN / CONTRAST",1,,"RM OSTEOARTICULAR , ARTICULACION TEMPORO-MANDIBULAR (ATM) ABIERTA-CERRADA, SIN/CON CONTRASTE",0.3313395380973816,UNCHECKED,3048698,
CCD00402N,Androstenedione BASAL d4 (blood),1,,ANDROSTENDIONA d4 BASAL (EN SANGRE),0.3181363046169281,UNCHECKED,4309909,
121211027,VZV DNA PCR method,1,,DNA VIRUS VARICELA-ZOSTER METODO PCR,0.568793535232544,UNCHECKED,40758403,
300113070200K0000821,METHADONE URINE,1,,METADONA ORINA,0.717987596988678,UNCHECKED,3036180,
300114050000S0000243,CARIOTIPO BONE MARROW,1,,CARIOTIPO MÉDULA ÓSEA,0.5608816146850586,UNCHECKED,3041325,
ANT000051,Cefotaxime (2),1,,CEFOTAXIMA (2),0.6895177960395813,UNCHECKED,3010824,
121812130,Thyroglobulin antibodies without extraction,1,,ANTICUERPOS ANTITIROGLOBULINA SIN EXTRACCION,0.6138296127319336,UNCHECKED,4065904,
CCD00235K,RBCs QUANTIFIED cytometric (IN URINE),86,,HEMATIES CUANTIFICADOS POR CITOMETRIA (EN ORINA),0.2845560908317566,UNCHECKED,3028528,
300113050000N0001604,ANTI AC 21 HYDROXYLASE,1,,AC ANTI 21 HIDROXILASA,0.3766621947288513,UNCHECKED,4040366,
300113040000N0000653,INSULIN,1,,INSULINA,0.6993470191955566,UNCHECKED,4060873,
300113070200K0000815,AMPHETAMINE URINE,1,,ANFETAMINA ORINA,0.633305549621582,UNCHECKED,4152683,
300113110000N0001111,Erythrocyte protoporphyrin IX,1,,PROTOPORFIRINA IX ERITROCITARIA,0.7388119101524353,UNCHECKED,4020568,
30030901460707801000,"RM TORACICA, Thorax, unenhanced",1,,"RM TORACICA, TORAX, SIN CONTRASTE",0.3074653446674347,UNCHECKED,46236271,
30030100010707820000,"RX TORACICA, Thorax, PA and LAT",83,,"RX TORACICA, TORAX, PA Y LAT",0.27518942952156067,UNCHECKED,3019301,
30030901562232302000,"RM DYNAMICS, VASCULAR SYSTEM CENTRAL VEIN, unenhanced AND CONTRAST",1,,"RM DINAMICA, SISTEMA VASCULAR VENOSO CENTRAL, SIN CONTRASTE Y CON CONTRASTE",0.38857725262641907,UNCHECKED,4303572,
300113100000N0001102,GENETIC STUDY: ATAXIA,1,,ESTUDIO GENÉTICO:ATAXIA,0.3584993779659271,UNCHECKED,4171988,
300113030100K0000169,COLLAGEN TYPE I carboxyterminal telopeptide chain (CTX) URINE,1,,COLÁGENO TIPO I TELOPÉPTIDO CARBOXITERMINAL  CADENA A (CTX)  ORINA,0.5377765893936157,UNCHECKED,44791690,
CCD00319N,Erythroblasts% (blood),1,,ERITROBLASTOS % (EN SANGRE),0.3185064494609833,UNCHECKED,3046588,
300113010000N0000020,CHOLESTEROL LDL DIRECT,78,,COLESTEROL LDL DIRECTO,0.72681725025177,UNCHECKED,4041556,
ANT000210,Fluconazole,1,,FLUCONAZOL,0.7193613648414612,UNCHECKED,4005205,
30030600940000002000,"TC VASCULAR DINAMICO, unenhanced AND CONTRAST",1,,"TC VASCULAR DINAMICO , SIN CONTRASTE Y CON CONTRASTE",0.374347984790802,UNCHECKED,4303572,
CCD00272N,AC ANTI-RNP C (BLOOD),1,,AC ANTI RNP-C (EN SANGRE),0.33607298135757446,UNCHECKED,4014131,
3.0031E+19,"Angiogram, and selective aortic arch",1,,"ANGIOGRAFIA, ARCO AORTICO Y SELECTIVA",0.49058112502098083,UNCHECKED,3050289,
CCD00316U,FATS (feces),1,,GRASAS (EN HECES),0.36217939853668213,UNCHECKED,4065646,
300113030100N0000124,Bone alkaline phosphatase,1,,FOSFATASA ALCALINA OSEA,0.8715208768844604,UNCHECKED,40765630,
300113010000N0000014,FIXING CAPACITY free iron,76,,CAPACIDAD FIJACIÓN HIERRO LIBRE,0.5397019982337952,UNCHECKED,4235028,
300113050000N0000761,ANTI CV2,1,,ANTI CV2,0.44378983974456787,UNCHECKED,3034901,
CCD00440N,GLUCOSE 300 MIN (blood),1,,GLUCOSA 300 MIN (EN SANGRE),0.45977911353111267,UNCHECKED,4135545,
300113030204N0000307,GLUTEN SPECIFIC IGE,1,,IGE ESPECIFICA  GLUTEN,0.6869100332260132,UNCHECKED,4190001,
30030901441319902000,"RM OSTEOARTICULAR, BOTH HIPS, unenhanced AND CONTRAST",1,,"RM OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.21047215163707733,UNCHECKED,3047483,
121812090,Androstenedione without extraction,1,,ANDROSTENDIONA SIN EXTRACCION,0.5023847222328186,UNCHECKED,4309909,
CCD00265U,STOOL SAMPLE FIRST,1,,PRIMERA MUESTRA HECES,0.613692045211792,UNCHECKED,4065796,
300114029900N0000036,Platelet Aggregation,1,,AGREGACIÓN PLAQUETARIA,0.9502913951873779,UNCHECKED,4094433,
300113050000N0000752,AC ANTI INTERCELLULAR SUBSTANCE,1,,AC ANTI SUBSTANCIA INTERCELULAR,0.5766403079032898,UNCHECKED,3004861,
300113100000N0001475,GENETIC STUDY: CYSTIC FIBROSIS,1,,ESTUDIO GENÉTICO:FIBROSIS QUÍSTICA,0.4536689221858978,UNCHECKED,44786805,
MUE000269,STOOL,1,,HECES,0.8175439834594727,UNCHECKED,3013667,
300113121200J0001133,Fibrinogen Synovial LIQUID,1,,FIBRINÓGENO LÍQUIDO SINOVIAL,0.5142291188240051,UNCHECKED,4094436,
1212096615,AC. ANTI-Bartonella quintana IGM METODO IFI,1,,AC. ANTI-BARTONELLA QUINTANA IGM METODO IFI,0.5982507467269897,UNCHECKED,4198576,
300113030208N0000437,SPECIFIC IGE PIG,1,,IGE ESPECIFICA  CERDO,0.5470386743545532,UNCHECKED,4189062,
300113050000N0000721,AC IgG GM3,1,,AC IGG ANTI GANGLIÓSIDO GM3,0.5622108578681946,UNCHECKED,40765983,
CCD00233K,CELLS QUANTIFIED cytometric (IN URINE),76,,CELULAS CUANTIFICADAS POR CITOMETRIA (EN ORINA),0.34825512766838074,UNCHECKED,40763887,
CCD00337K,Dysmorphic RED BLOOD CELLS (IN URINE),1,,HEMATÍES DISMÓRFICOS (EN ORINA),0.6701083183288574,UNCHECKED,40481807,
121202010,urocultivo,67,,UROCULTIVO,0.32206249237060547,UNCHECKED,3010765,
300113120500C0001618,AC ANTI-Hu CEREBROSPINAL FLUID,1,,AC ANTI-Hu LÍQUIDO CEFALORRAQUÍDEO,0.5541521906852722,UNCHECKED,4136730,
3.00316E+19,CONTROL central venous catheter,1,,CONTROL CATETER VENOSO CENTRAL,0.5203637480735779,UNCHECKED,4323687,
30030901541421101000,"RM endocavitaria, PROSTATE, unenhanced",1,,"RM ENDOCAVITARIA, PROSTATA, SIN CONTRASTE",0.25443387031555176,UNCHECKED,3035996,
300113120600D0000964,UREA IN dialysate,1,,UREA EN LIQUIDO DE DIALISIS,0.5226324796676636,UNCHECKED,4259563,
121202195,FARMING STRONGYLOIDES,1,,CULTIVO STRONGYLOIDES,0.6520079374313354,UNCHECKED,36305220,
300113040000K0000689,pregnanetriol,1,,PREGNANTRIOL,0.8288639783859253,UNCHECKED,4055951,
ANT000165,SYNERGISM GENTAMICINA,1,,SINERGISMO GENTAMICINA,0.6598353385925293,UNCHECKED,4264465,
300113030207N0000407,TUNA SPECIFIED IGE,1,,IGE ESPECIFICA  ATUN,0.5998286008834839,UNCHECKED,4190040,
30030901460809802000,"RM TORACICA, brachial plexus unenhanced AND CONTRAST",1,,"RM TORACICA, PLEXO BRAQUIAL, SIN CONTRASTE Y CON CONTRASTE",0.580787718296051,UNCHECKED,3047063,
ANT000125,norfloxacin,1,,NORFLOXACINO,0.8851231932640076,UNCHECKED,3006904,
30030901501115602000,"RM ABDOMINAL, ABDOMINAL WALL, unenhanced AND CONTRAST",1,,"RM ABDOMINAL, PARED ABDOMINAL, SIN CONTRASTE Y CON CONTRASTE",0.5556240081787109,UNCHECKED,3040087,
MUE000111,EXUDATE balanopreputial,1,,EXUDADO BALANOPREPUCIAL,0.5145025253295898,UNCHECKED,36304810,
CCD00324N,% PLAQUETAS large (BLOOD),65,,% PLAQUETAS DE TAMAÑO GRANDE (EN SANGRE),0.33425548672676086,UNCHECKED,4353845,
300113110000K0000916,Serotonin URINE,1,,SEROTONINA ORINA,0.5819211602210999,UNCHECKED,3036498,
300113020000K0001060,Creatinine 2 HOURS,1,,CREATININA EN 2 HORAS,0.6599743366241455,UNCHECKED,3022988,
300113090000N0001246,HLA B (MOLECULAR BIOLOGY),1,,HLA B (BIOLOGÍA MOLECULAR),0.23998767137527466,UNCHECKED,21493181,
121207042,AG. HIV EIA AG P24 METHOD,1,,AG. VIRUS DE LA INMUNODEFICIENCIA HUMANA AG P24 METODO EIA,0.4630834758281708,UNCHECKED,4018596,
300113070100N0001228,dibucaine,1,,DIBUCAINA,0.714095413684845,UNCHECKED,4213844,
300113010000N0000039,Arterial Blood Gas,1,,GASOMETRÍA ARTERIAL,0.9416818618774414,UNCHECKED,4243951,
300113030203N0000215,HURON SPECIFIC IGE EPITELIO,1,,IGE ESPECIFICA  EPITELIO DE HURON,0.5098374485969543,UNCHECKED,4214247,
ANT000115,LEVOFLOXACIN,1,,LEVOFLOXACINO,0.7249406576156616,UNCHECKED,3035551,
300113030209N0000443,SPECIFIC IGE creeping bentgrass 80 (trailing),1,,IGE ESPECIFICA  AGROSTIS STOLONIFERA 80 (RASTRERAS),0.5213419795036316,UNCHECKED,4311047,
300113040000N0000630,Calcidiol (25-hydroxycholecalciferol),64,,CALCIDIOL (25 HIDROXICOLECALCIFEROL),0.5145035982131958,UNCHECKED,40486051,
CCD00275N,ANTI AC SMB (BLOOD),1,,AC ANTI SmB (EN SANGRE),0.3358520567417145,UNCHECKED,4353845,
300114030000N0000089,"Reticulocytes, AUTOMATIC COUNTING",1,,"RETICULOCITOS, RECUENTO AUTOMÁTICO",0.706775426864624,UNCHECKED,4263581,
3.0031E+19,"Angiography, Carotid EXTERNAL BILATERAL",1,,"ANGIOGRAFIA, ARTERIA CAROTIDA EXTERNA BILATERAL",0.3842839002609253,UNCHECKED,3025441,
300114029900N0000068,Prothrombin fragment (1 + 2),1,,"PROTROMBINA, FRAGMENTO (1 + 2)",0.46211448311805725,UNCHECKED,4013018,
30030100031319903000,"RX SKELETON PERIFERICO, BOTH HIPS, alar and obturator",1,,"RX ESQUELETO PERIFERICO, CADERA AMBAS, ALAR Y OBTURATRIZ",0.19358022511005402,UNCHECKED,3045785,
300113030407N0001668,IGE RECOMBINANT Cyp c1 (Tent),1,,IGE RECOMBINANTE Cyp c1 (Carpa),0.3595605492591858,UNCHECKED,21494781,
300113030404N0001716,IGE RECOMBINANT NGLY M 5 BETA-CONGLYCININ (SOY) F431,1,,IGE RECOMBINANTE NGLY M 5 BETA-CONGLYCININ (SOJA) F431,0.21878527104854584,UNCHECKED,21494779,
300113030204N0000345,SPECIFIC IGE ORANGE,1,,IGE ESPECIFICA  NARANJA,0.6436232924461365,UNCHECKED,4189878,
300113030100N0000144,Interleukin-6 (IL-6),1,,INTERLEUKINA 6 (IL-6),0.6133299469947815,UNCHECKED,4332015,
CCD00376N,GH 3rd TOMA (blood),1,,GH 3ª TOMA (EN SANGRE),0.3344617187976837,UNCHECKED,21493940,
